request,answer
Ma parole répandue s'est roulée dans l'eau comme attirée par un aimant.,Pa mwen parol-ou alé plié adan dlo kon si lantenn atiré'y.
Tous les autres l'encensent.,Tout lot ka ensensel.
Il existe toutes sortes de mères mais il n'y en a pas d'inutiles.,Ni tout mantjé manman men pa ni iniltil.
Son arrêt se trouve au Bord de Mer.,Awochaj-li émi anlè Viéy La Siren.
"Il en avait trop fait : trop d'histoires, trop de fêtes, trop de bêtises.","I té fè-ya twop : twop zafè, twop lanné, twop bétiz."
"A l'époque du communisme, l'Amérique n'agissait pas à sa guise.","An tan kominis-ya, lè sa Léritjen pat té ka pozé anlè."
Mais il avait tellement de vitesse que c'est lui qui a commencé à crier.,Mé i té ni tan vitis-ya sé li ki kotjé krikayé.
Il s'appelle Casimir.,Non li sé Kasimi.
L'ambassadeur russe a refusé de serrer la main de l'ambassadeur américain.,Sé anbosyè la rifizé séré lawot lò anbosyè ameriken an.
Ferdinand bouscula l'impudente et lui flanqua un coup de poing.,Fenanz flétjil impondant la ek flangé'y an kabrit didan latjol.
"Et avec cela, il fit même la terre écouter la mer battre ses vagues","Epi sa adan lanmoumontré, i ba latè la tann la mè bat difé"
"Il m'a offert des millions pour que je lui en fournisse un mais comme je connais l'importance de ce que quelqu'un peu faire avec une tête de mort, je ne le lui ai pas donné.",I ba mwen milyon la pou mwen ba'y yonn oben dé mé kon ayen ki on mò ka pòté adan men'y ki mwen pa ba'y.
Bout de terre dont on n'a cessé de faire l'inventaire.,Kas kouyon-di-manman zot té ka di fè linvantè.
Nous sommes allés voir de la misère en France.,Nou alé wè mizè adan Lafrans.
"Ce n'est pas aujourd'hui que je baisserai les bras, ma chère.","Sé pa odijou mwen kay bèzéba, man chou."
Cet homme était devenu un scélérat parce qu'un nègre avait baisé sa femme.,Misiant-la té vini an sélira apré an neg bésé fanm'y.
Un homme doit pouvoir contrôler ses pas.,An nonm i dot sa ki pé kontrôlé paw-li.
Il aurait fallu qu'elle se marie à un musicien.,Falé ou lé-li maryé asou an mizi-ziyen.
Jeannette n'a pas fait sa mise en plis pour aller danser chez Georges.,Janet pa fè mizaplé-ya alé dansé ché Zòj.
Il peut faire aussi bien le mal que le bien ?,I pé fè tou bien kon mal ?
"Depuis un certain temps, le médecin l'avait averti qu'il fallait qu'elle se fasse enlevé un fibrome.","Parsilosin, doktè té avèti'y ki i té ni an foboum la falé i fè dékolé."
La Martinique était sous le joug de l'Angleterre.,Matinik té anba lagenl Angleter.
Mais c'est toi seul qui peut étancher ma soif.,Mé sé ou sel kité kéy lanmou'w- a alé.
Les autres nouvelles ne l'intéressait guère.,Lot nouvel pa té okenn bagay ki té anni'y intérésé-ya.
Des poubelles qui ne sont jamais fermées.,Zafè fimé ki pa ka klozé.
"Lutter en faveur du bel-air, c'est lutter contre l'assimilation.","Lité pou bel-è, sé lité kont lasimilosion."
La mangrove est une bonne maternité pour tous les poissons du Bon Dieu.,Lamangwov sé an bon matni-té pou tout pwen Bon Dié.
Puis travailler comme un beau diable pour moins que deux francs.,"Apré sa koumansé trapé zottrajan kon an belzébou, la Malérosé, an dé-zétwal…"
Qui remplit chaque heure d'une détresse insouciante.,Ki ka plen chak lè ek lanmoufann-ya san tètfilosofi.
Elle prit la mouvette et remua les piments.,"I pren mouvet-la, i vwatré zépi-ya."
Après avoir reçu une bonne raclée sur le dos.,Apré ki i pran bon makrika asou zot li-ya.
Château-Paille est une espèce de mangrove qui se trouve à l'orée de la mer.,Chato-Pay sé an kalot mangwov ki la boud-lamè.
Votre maire a toujours mené une politique clientéliste.,Mè komin'w la toujou ni an politik klitantiè.
"Il avait de la chance d'avoir rencontré, à son âge, une chair aussi fraîche et pleine de vivacité.","Ni tèlilos-li té ni la-a, lachans, té jwenn an neg kou ba la ésé bien fwé."
Il les tuait aussi avec ses frondes.,I té ka kitjé yo kon sa épi frond-li.
Pluie-énigme très sûrement étouffée dans le bel allant des fougères.,Lapli-ajanment anba badé andidan kè bel galaway-la.
La maison du docteur se trouve après le deux dos d'ânes.,Mézon dotè-a i apré dé dozan-an.
Dans une belle robe qui n'était pas défraîchie.,Adan an bel lob-la ki pa té defrechi.
L'année du ratiboisage survint avec tout son attirail.,Ane kouboiarga rivé épi tout bavadil-li.
"Et tout cela, c'était pour exciter l'appétit de ces messieurs importants.","É tout sa, sé té pou ésiyaté lapeti sé granmisitè-a."
Vous avez un derrière proéminent.,Ou ni toubana émiyan.
La musique n'était pas excellente parce que les amplificateurs avaient un problème.,Lézik pa té grayitag alétré za amplifikatè-taa té ni on pébombaras.
Na ! C'est moi qui ai fabriqué la femme en sucre.,Wa ! Sé man ki adanmen fanm sik.
L'indien lui avait enseigné beaucoup de ses secrets.,Tiniplikas-tala té anni mété an lot bon-ètli badji'y.
Cela fait partie de mes devoirs comme la communion de Pâques pour les catholiques.,Sa fè pati dé-lesi dabò kon sa kominion Pas la fet pou katolik.
Il fait de façon à ce que les choses finissent mal.,I ka fè kon sa lézafè trapé zot mal-éré.
A moins d'un petit répit entre deux tâches.,Anmen éti an ti kou adan lanmès.
Voici que le fouet ne parvient pas à arracher les racines de la liberté.,Mi fwey-la pa ka rivé atjwé zèklizé libèté-a.
Je désirerais posséder un bateau qui avance à la fois sur la mer et sur la terre.,Man ké désiré ni an bato ki ka avansé lafwa asou lanmè asou latè.
Mais déjà un formidable bavard.,"Men, dija an chennen kochon."
Ce type a un style collet-monté.,Ti tiblan ek stij-li kou létarga.
Saint-Elie louait simplement Pinlin aux gens..,Sent-Li loué Pinlan simpmant ba moun.
Quel que soit son poids.,Ni difé anwo toubannman ki pweson'y.
"Dans les hauteurs du petit pays de Martinique, les marronneurs allumaient des feux de liberté.","Didan-lesi an ti péyi Matinik la, mawonnié té ka pozé difé lafetey la."
La vie est une mère qui sait quel poids ses enfants peuvent porter.,Lavi an manmay ki sav ki pwa timanmay-a pé tjenbé.
"Tu prendras de la menthe, du gros-thym.","Ou kay pwan mannt, gwo-tim."
Les grévistes avaient attaché un bandeau rouge autour de leur tête.,"Grevis voyé trapé zot, za, alantou tet-tjè."
"Monte, monte encore.","Mondi, mondi ankò."
Ta mère a mis trop de vêtements sales dans le baquet.,Moman-ou maké trapé plié-ou anlè kayilos-la.
"Non ! intervint Lorette. Monsieur Rosalien, ce n'est pas chez moi que vous vous disputerez avec qui que ce soit.","Let ! Loket vin sipoté. Mistè Wozayen, sé pa chè mwen ou ké gouvelé épi an ti moun wonm-lan."
"A Trinité, il passait pour un fieffé coureur de jupons.","An latri, i té pwan-ya pou an badjilos."
Je vais continuer à manœuvrer au milieu de la rue.,Mwen key konétjé mantjé douvan lakay mwen.
Elles perdaient le don.,Yo té ka ped don'y.
Mais en quel autre lieu parviendrons-nous…,Men kanmenm ki le ou koumansé nou ké alé…
"Tant et tellement de promesses et un jour, dans le décours...","Tan-tanbawonn lanmowdion-ou an épi an jou, dan dékou..."
Depuis l'époque où les nègres ont quitté l'Afrique.,Dèpi lanlè neg lévé di Afwik.
Sentant bon comme une fleur au jardin.,Ka sanpwenn kon lanmiélanmié adan lanjadin.
Et il rêvait que le cimetière était une sorte de grande ville.,E i ka rèv oubyen si sèmetiè-a sé an sé kò la ki ni.
Il n'y avait pas de bananes comme à présent.,Pa té ni banann kon lasé.
"Cavaliers, levez-vous pour que nous puissions danser.","Kavalé, lévé nou pou nou za pé dansé."
"Quand vous arriverez de l'autre côté, à la Dominique, pays où l'on parle anglais, vous verrez deux belles filles approcher.","Lè zot kay rivé lot-bò, adan péi La Dominik, péi kot olandjé ka palé, zot ké wè dé jenn fi, bel fi, adan wyazo ki ké sopoté'y."
Et l'on fit appeler l'abbé Chrysostome pour qu'il lui apporte un dernier baume.,Ek yo fè kwè ab Krisòtom pou kiti'y dèni pwidbwa.
Le petit jeune homme du bourg qui meublait depuis un moment tous ses rêves de jeune fille.,Ti jenn bonm bò-a ki té ka mèté dèpi an lontan tout rèv ti fi'y lan ba la.
Parce qu'elle marchait d'une façon boiteuse.,Pas i té ka maché kou an barga.
Ecrasant une moitié de fruit à pain dans son assiette.,Agran kou adan asyè'y.
Voici que maintenant ces petites espiègles ont décidé de s'emparer de ma canne !,Mi konmkisi lé-lesièl-tala démisayé pétri kan-an mwen !
Il a fait beaucoup de démarches mais aucune n'a abouti.,I fè anlo ladjé mé pa antré akeyi.
"Dans chaque pré, on trouve un taureau dominant qui impose sa loi.","Adan chak pré, ni an bolitag ki ka adopté lwa'y."
Pourtant elles n'étaient ni illettrées ni idiotes.,Men i pa té toufoutbolarga konkou i pa té vidjenkon.
Edouard ne t'as pas battu ?,Edwa pa kitjé'w ?
"Un enfant voleur, tricheur, menteur, et mystificateur.","An ti nonm ki chapo, trap-sonnè, manti, épi boubounmouch.\n"
"Le médecin lui a dit qu'il boit trop, c'est pourquoi il a une grosse inflammation.","Doktè-la di'y i ka bwè two-tou, sé sa ki fè'y an laflam."
Alors Surélise posa ses mains sur ses hanches.,Alow Sireliz pozé lanmen'y anlè-anchè'y.
Ils passent un pacte avec le diable afin d'avoir un grand nombre de camions.,"Yo ka fè an pat-ak avèk djabel-la, pou ni an nonm kamin."
Lucie est une petite fille maigrichonne.,Lisi sé an ti tifi mizoukli.
La gentillesse des hommes.,Jantiyès nonm.
Toi qui recherches de bonnes informations.,Ou ki chaché bon lekz-liy.
Nous possédons chacun une séparation.,Nou ni chak an séparasion.
Quand il vit qu'ils s'en allaient…,Lè i wè ki yo ka alé…
Les maisons sont inondées.,Mézon-an toubiyann.
"Rappelle-toi de Sonson, le vaillant manieur de fourche, le vaillant manieur de coutelas.","Sonsàn, sé rifou, sé kouto ki fò, ki pezonn anlè'y."
Ils masquaient le soleil.,Yo té ka tchimbé lapli.
Il me faudra louvoyer dans l'école de de ma vie.,Sé léwoyé i ké fok mwen kwèyé nan lékol lavi-mwen.
Quel était le nom de ce type ?,Sézonm-lan té ki non'y ?
Vous m'avez inscrit sur votre carnet.,Zot enskri mwen adan kartié'w.
J'ai plongé dans la mer et y suis resté.,"Mwen tonbé adan lanmè-a, mwen rété la."
Sans que le moindre regret ne me frappe l'esprit.,San lanmiyan mizik pa vini bat zot adan tet-mwen.
Parce que le Nègre met ses gros orteils à l'étrier.,Pas Neg ka mété gwo lotè-ya an get-grand.
"Puis, ils arrivèrent près d'une cabane où il y avait un foyer constitué de trois pierres.","Apré, yo rivé ba koté an kabang la éti yé té ni an fwayé koté té ni twa woch."
Il avait déjà éraflé le visage de certaines personnes qui l'avaient traité de « Coolee bouffeur de chiens ».,I té ja éfafé fàs kèk moun ki té chanté'y « Koulé gondo-chen ».
Ce qui fait qu'aujourd'hui il a des cauchemars.,Sa ki ka fè adanlajou jò-ou i ni ko-niyo.
La femme est morte mais il faut que je la laisse tranquille.,Fanm-la mò men i fo ou ja zotey-ya.
Nous avions peur car sa femme avait des difficultés à accoucher depuis la veille.,Nou té ni lapenn pas madanm-li té an difilosité dwèké laviyayé.
Ils ont fouaillé dans les trous à merde de la ville.,Yo batizé adan lanmè lavil-ya.
C'est un geste qui les culpabilisait.,An chennenman ki té ka kipabilizé yo.
Corps déferrées mais cheveux défrisés.,Kò défenbé mé chevó défizié.
"Romule fut trempé jusqu'aux os, son chapeau déteignit.","Womil chitagé jis-aba, chapo'y détiyen."
Il vient vous apporter son bienfait ?,I ni pou tini ba zot lebénefis-li ?
Le poisson armé m'a menacé.,Sa ki chay lanmi a matisé mennenas mwen.
Pour avoir droit à un peu de dorlotage.,Pou chif ek ki lelanman.
C'était un homme comme il faut.,Sé té an toubann milat.
Parce que le crabe est tellement flegmatique.,Pars ki le krab la adan lanmou.
Une bonne odeur se dégageait de la terrine en terre cuite et lui chatouillait le nez.,An bon-è alé pli détiyen lajontri'y poz la anlè poz nen'y.
"Si je pouvais m'en aller, laisser le pays de français !","Si man té ka koumansé trapé zot, less péyi fwansé la !"
Ventre plein jusqu'à déborder.,Vant plen touboulbé.
Cette personne avait le regard braqué vers le fond.,An ti chennen kochon moun-tala té ni an gadrajé-ya dabò.
Lorsqu'il aperçut Martinotte.,Lè i wè Matinot.
J'ai toujours passé ma vie à tourner la déveine en dérision.,Man toujou pasé lavi-mwen-ya alé badéilosion.
Il fallait qu'ils aient des avions ou des fusées pour les emmener.,Foké yo té ni zavion oben fizié pou mennen yo.
Les larmes sèches qui s'étalaient sur ses joues lui donnaient l'air d'un masque du lundi-gras.,Pliilos sé kitié té ka tonbé anlè jij-li té plizié ba'y lastim.
Singe avait posé un grand panier sur sa tête afin d'aller vendre des fruits et des baies.,Sanzve-ya té mété an gran panyé anlè tet-li pou alé vann fwi épi bai.
Tu ne savais pas que Lucien était un gourmand ?,Ou pa té konnet Lisiyin té an gourman ?
Née des contradictions qu'il a vécues et suscitées.,Sòti adan kontradiksyon i veké ek i fè vini.
Ce sont quand même elles qui ont délivré toutes les mères de l'ancien temps de leurs charges.,"Sé yo menm, dabò-grandéilos, ki té ka délivwé tout manman lantjen an."
Ce sont elles qui détenaient les savoirs.,Se yo ki té ni le konnet.
Il suffit que vous bougiez pour qu'il y ait des licenciement sur les plantations et dans les usines.,"Anyeni ou bouzé, sé kitiayaj anplantié, ki peyotaj labetjini la."
"Les animaux vivaient tranquilles, sans aucun désagrément.","Zanni-malé viv adan lanmoumontr-ich, san pli-pou-mwen."
"Eau sucrée, eau d'arrow-root, eau de noix de coco à demi glacée.","Dlo siri, dlo zéilos, dlo koko dimiglés."
Aller voir les éclairs au faîte des arbres.,Alé wè léklè o chitagwé bwa a.
Le mépris était enraciné dans les mœurs des Békés et de tous les profiteurs.,Mé-panni té anwilosé dan la kalté lavi anlè Béké épi tout maldad.
Elle promène ses formes à travers le bureau.,I ka bwè sé fòm-li adan biwo-a.
Ils se saisirent du bœuf et se rendirent à la rivière pour le nettoyer.,"Yo pwan bef-la, yo alé labiviè-a péyé bef-la."
Dites lui que l'argent se trouve à la Perception.,Di'y lajan-la ka alé adan La Pèsépsion.
Ne pas se baigner ou ne pas prendre de douche.,Pa ba'y dlo kon koumté ou pa gadé lav-ment.
Tellement elle était faché contre Petit Louis.,An tèlman ki'y té koufouté asou Piti-Lwi a.
"Ou la frégate sur la mer, sommet de son sillage qu'aucune écume ne trahit !","Ou liziè Fwégat dwet anlè lanmè, wotè an chantiber'y ki pa la ésim ki risvélé'y !"
"Tout le monde était triste, excepté un jeune homme appelé Matéo.","Tout moun té gray, zéve Matéo an tè."
Le courrier est arrivé ce matin. J'ai entendu sa corne mugir dans la rade.,Kouri-a r-ivwè anlè maten-an. Sé kabich kor-la mòdòdan rad la mòdò.
Et les bougies clignotaient comme des lucioles en pleine saison du carême.,Epi bouden-an té ka klaroutié kon lilos adan la sizon karam.
"Tous les moins-que-rien, les débiles et les imbéciles se prennent pour des gens importants.","Tout boug-grand-nan, tou boug-perturbé, tou boug-niapsiber, i ka pran'y pou boug-importan."
Parce que ce mal est une forme d'enchaînement.,Pars ki le mal-tala sé an lanmenkay.
Il vous révèle comment est fait votre nombril.,I ka déviré kon kò'yé lanmou'w-ya fè.
"La nuit de Noël, il s'agit alors de se rendre en bandes jusqu'au bord de mer à Schœlcher.","Lannuit Nwèl, la i pé vini, sé ba'y peyé anlè platfòm Shèlchè."
"Monsieur Cinna, un homme au teint rougeâtre dont l'épouse possédait une épicerie près de la croix du Morne Pichevin.","Misie Sinna, an nonm peydan ki té ni an espisri olandjé bò lakwa Monpichven."
Gisèle est plus timide que je ne le pensais ou elle joue la comédie ?,"Jizel pli timit kwè man té pé pansé, ou i ka jwé an mòd ?"
Que quelqu'un était en train de commettre une indiscrétion à ce sujet.,An moun té ka fè an vidjenba anlilosou sa.
"A cette époque, il n'y avait guère de médecins, il fallait se rendre dans un dispensaire.","Asou lè-saa, pa té ni boujon médésin, fok té al bo kot an dipsensè."
C'est un fruit-à-pain blet qui vous regarde dans le blanc des yeux.,Sa sé an franblet fwit-pen ki ka gadé'w an boudjé a.\n
Cette curiosité qui vit au fond des âmes.,Kirisité-a ki ka viv adan fon ziém.
Tous les deux finirent par crever avec leurs enfants.,Tout los dé kon kouyoné épi zot timoun.
"Lorsqu'il fait le lambin, cela m'enrage.","Lè i ka fè lanbin, sa ka anrajé-ou."
"D'ailleurs, avec tout le chômage qu'il y a ici, je ne compte que sur mes deux mains.","Didan-izò, épi tout chomaj la ki ni isi, an pa ka konté an selman sou dé law-off."
"Toutes dents dehors, il se mit à gronder.",Tout dan até'y adan lanmowmontré akeyli.
"Aujourd'hui, il est dans la détresse.",Jòdi-a ki lekétjéyansman i yé-ya.
"Insoucieux des serpents qui se faufilaient dans les buissons, de leur langue en forme de trident.",Ensisié pliilos ki lo-lang krasé ki té anbété adan boujit-tjouk la.
Qui n'a pas oublié les traces que le feu a laissées sur lui.,Ki pa blisitagé lottrajan difé-las tiré adan'y.
Ce que les dieux glorifient.,Sé sa toubannman ki lesprié létèl.
"Dis donc, tu glousses de joie comme une poule qui vient de pondre !","An pa, ou ka lot !-"
"Hélas, il ne l'avait pas encore profondément entamé.","Ela, i pa té ja anmontré'y dabò."
"Il fait noir, cela ne fait rien, il n'a pas besoin de voir clair.","Sé neg, sa pa zafè-ou, i pa pé bezwen wè klè."
Le soleil illuminait l'asphalte.,Sòlèy la ka kléré lasfout la.
"Selon lui, il était un pleutre même si personne autour de lui n'avait une telle opinion.","Selon i, i té an tèlilos, menm si pa ni pies moun koté'y ki ni an negsou ba'y."
Il faut croire qu'il y a quelque chose.,Fok chennen ni ki sa.
"Quand la personne ne parle pas vite, le créole mauricien n'est pas difficile à comprendre","Lè moun pa ka palé vit, kréyol Moris pa di difisil konprann."
"Il connaît toutes les forêts du Marin, de Rivière-Pilote, de Sainte-Luce, du Diamant.","I konnet tout fowé Maten-an, Riviè-Pilot, Sent-Lis, Yanm-La."
Même si tu es le premier bon à rien dans le peloton de la médisance.,Méyè Bonanz dan bann vidjen-an.
"La mayonnaise avait pris, façon de dire que le bal battait son plein.","Mayounèz té pri, aléve-ou bal té ka bat sipli-sa-a."
Il a fait cet accident parce que l'accélérateur est resté bloqué.,I fè aksidan-tala pas aksélératè-a kayé.
"Hier soir, le chasuble du prêtre a été volé.","Yè leswar, chaplè-a volé."
Tu n'avais pas la tête vide.,Ou pa té chivi kò'w.
Il m'a appelé de sa voix rauque.,I di mwen raasé'y.
Le regret ne doit pas vous casser les bras !,An ti chennen pa pé ka baté'w :(
Un premier rang de gradin pour les juges.,An premyé lanmiè graden pou jij lan.
Il descendit à toute vitesse vers la source Fourniol.,I kanté bat kou'y vini asou Sòs Founyol la.
"D'ailleurs, personne ne semblait prêt à attendre encore une embellie.","Dépi adan, pa té ni moun kwè tann anilos yon belé."
Il y aura des beaux parleurs qui voudront me mystifier.,Ni pwoparol ké vini ki ké lé mistéfié mwen.
La taille de la Martinique est infime.,Lè Matinik kantmen mizè.
"Jeune fille, ne laisse pas ce va-nu-pieds te faire la cour !","Ti fanm, pa las zot vannpié ka fè la-kou-a anlè'w !"
"Au contraire de compère Chat, il n'est pas voleur.","An kontré Viéyé Krapo, i pa vòlè."
Il donna un coup de bec.,I donné an kout bik.
La canne a intéressé les colons parce qu'elle se conservait mieux que les autres types de culture.,Kann-an entéré kolon pas i té kayilosé pi bien ki lot kaltekidid.
La fièvre s'était emparée de Filloline.,La fièv té pran Filolin.
Je me demandais ce qu'il gagnait à mon alliance avec le bijoutier.,Sé sa mantjé mwen té ka kwè i té kay genyen épiyaj-lan la avèk bijotjé-a.
Célia était bienheureuse.,Sélya té tibienbé ki keylanmi.
Le créole est une langue qui est apparue au début du 17e siècle.,Kréyol sé an lang ki paré di débò 17en syèk la.
Il existe un certain nombre de règles pour préparer un rafraîchissement.,Ni an nonm rèl pou'w paret an tèlilosman.
Il alla déterrer le paquet et le déposa sur le sol.,I alé dété lanitag-la épi pòté'y douvan'y anlè latè.
"Macaque habitait chez quelqu'un, dans une petite guérite qui se trouvait clouée tout en haut d'un arbre.","Makak té ka abité chèkay anlè an moun an ! Kité ba la ésé trapé an ti kay oben-tjè ayb, kolangi ba fon an pyé-bwa."
"Après cela, elle avait reçu un grand nombre de gens qui avaient tout perdu suite à l'éruption de 1902.",Apré sa i té rifizé anlo moun ki té pedé tout bagay anlè épsionnement 1902 la.
Il labourait encore son terrain en haut de la colline.,I té ka laboulan kou anlè mowon-an-ya.
Chacun avait chez soi un foyer qui restait allumé de jour comme de nuit.,Chak moun té ni lakay'y an fokey ki té ka rété limené lajan kon lanwit.
Tout le monde sait qu'il est un grand mathématicien.,Tout moun sav i an gran matematisien.
Une autre qui récurait à l'aide d'un balai en feuilles de palmiste.,An lot ki té ka rékpéré épi an balé fèy palmis anlè difé.
Ötant des chiques entre les fentes de leurs orteils démolis.,An kalté chik ant zot lé-pani tè pé-tou-lien-yo.
"A la Compagnie, une foule de gens que madame Emile reconnut était venue accompagner le nouveau député de la Martinique.","Adan Lapenies-a, an fasil moun pezonn madan Mil té ka rékonté té vini akonpanyé député-la."
Quelque part en Afrique ou en Amérique.,An chennen kant-nek an Afrik osinon an Amerik-ya.
Ce n'est pas de fixer le soleil qui te rendront les yeux secs.,Sé pa fikse solèy-ya ki ké badé zieu-ou.
"Les gens qui aiment avoir leurs vêtements toujours bien blancs, à défaut de leur peau.","Moun ki enmen kwè yo toujou bel, fokra yo lalinm."
"Ces petits voyous, dès qu'ils en avaient la possibilité, s'échappaient.","Sé ti zotey-ya, lè sa té pòté diven, té ka dépaté."
Marignan tête-en fer n'allait pas plus loin que le seuil de sa maison.,Marinyan té renmen alé-oupli pli lwen ki seu la kaz'y.
"Touffeur de la méconnaissance, touffeur de l'oubli.","Chalè mantjé zot, chalè blèzilosité."
Si la matrice de la personne sort pendant l'accouchement.,Lè matris moun ka sòti pandan akouchman-an.
C'est lui qui lui avait insufflé force et courage quand il avait décidé de devenir violoniste.,Sé li ki té fè'y kayilosité épi kouraj lè an déssidé boug-tala té ké rétviolondo.
La terre est basse pour ceux qui n'ont de cesse de sarcler.,Latè adafas pou moun ka sarplé.
On dit que juste avant sa mort... On les voit défiler devant ses yeux.,On ka di ki di anba korn-ich li... plié zayiti la-a.
Laisse tomber le jeu un instant.,Lajé chennen jé an mizik.
"A vrai dire, je n'avais aucun travail éreintant à faire.","A prétou adan, mwen pa té ni an pies travay bara-pou-li fè."
Les démarcheurs ont l'habitude de tromper les vieilles femmes.,Makouyè-a ni konmanié trapé vidjen.
Château déclara qu'il ne se préoccuperait même pas de se changer.,Chato di i pa ké paré-ya menm pou chanjé kò'y.
"Pour la denture, encore tant...Jusqu'à l'Oméga du monde nouveau !","Pou lanitag-la, ankò tant... Jik lalafèoméga lanmòn-nou !"
Les pauvres portent leur misère sur leur dos comme une carapace de tortue.,Lé pòkwo a-ya ka pòté miwè'y asou do'y anlo-zafè kon an kapas twat la.
Qui ressemble à du coton ou à des cheveux fins et longs.,Ki ka sanm koton oben zéve-panjen.
Ils descendaient La Levée en courant depuis le Pont Démosthène.,Sé adan La Livé yo té ka désann adan kayilos adan la Chyen.
Je vous rejoins dans un quart d'heure.,An tibwa mil ki man ka alé adan.
Il n'y a pas longtemps qu'il sait jouer de l'harmonica.,Sé pa té lontan i té ka jwé honika.
Ce n'est pas toi qui te baisseras pour ce monsieur.,Sé pa ou ka adafè asou chaben-ou pou misié-tala.
"Alors, un jour, le roi rassembla tous ses conseillers et ses gardes.","Anlè sa, an jou-sonm, wè wa rénosé out konseyé, anbala kon gada'y."
"Crois-moi, tu n'as pas l'air de quelqu'un que l'on pourrait tromper.","Chouké-ou, ou pé pa chouké."
Avec deux bouts de bois et un peu de peinture.,Epi dé lebwa épi an ti renn pienti.
Il ne perdit pas son sang-froid. Il appela Crapaud qui était son serviteur.,I pa ped kalm li-ya. I ped Krapo ki sèvitè'y.
Ce n'est pas une manière de faire une démonstration sur la technique avec la langue créole.,Sa pa pies mannyè fè an démonstarsion andidan teknik la ak lang kréyol.
L'état ne paie pas les gens à ne rien faire.,Léta pa ka péyé moun pa fè anyen.
Je te donnerai tous les renseignements afin que tu puisses te débrouiller.,Man ké ba'w tout ranseni-an pou'w déboulé.
"Il existe des mères-gâteau, elles sont aussi douces que du sirop de miel.","Ni lanmégato, i si dou siwop-miel."
Ton père est tellement lunatique qu'il ne m'a pas dit bonjour aujourd'hui.,Papa'w zoté-aw telman badantilos ki i pa pozé bonjou ba mwen jòdi-a.
Je pensais que l'extérieur de la maison était plus beau.,Mwen té kwè déwo lakay-la té pi bèl.
Sa langue jaillissait au dehors et sa tête était penchée d'un côté.,"Lanng-lan paré-ya alé pli lwen, la édegé."
"Si Rosario s'en allait faire ses besoins naturels, il se trouvait là à surveiller ses excréments.","Si Wozawo té ka alé fè pipi-kaka'y, i té la ka chantjé kaka'y."
