request,answer
Kon jenn timoun dan lariviè ki ka kaskadé dépi mòn.,"Kon jennen-timoun doubout asou lariviè, ka kaskadé dépi mòn."
"Mais est-ce que les fantômes, les vampires existent vraiment ?","Mé gondo-zié, chobalich, silimach, sé bich markadan étié sa vréman ?"
Il y a beaucoup d'apiculteurs dans cette commune.,Ni ba la és o-tjè apisiltè adan ay komin-tala.
"De l'eau sucrée, de l'eau à base de farine d'arrow-root, de l'eau de coco glacée.","Dlo asik, dlo farin, dlo koko glasé."
Ma parole répandue s'est roulée dans l'eau comme attirée par un aimant.,"Parel-mwen ay foulé nan dlo ba, kon yan balonn yan aiman ki mennen'y."
Tous les autres l'encensent.,Tout moun ka ansansnay li.
Il existe toutes sortes de mères mais il n'y en a pas d'inutiles.,"Ni tout fason manmay, mé pa ni manmay ki pa ni sèvi."
Son arrêt se trouve au Bord de Mer.,Awet-li sé o Bor-Mar.
"Il en avait trop fait : trop d'histoires, trop de fêtes, trop de bêtises.","Kò'y té fè tò : twop istwa, twop fet, twop bétiz."
"A l'époque du communisme, l'Amérique n'agissait pas à sa guise.","Asou tan komini-la, Léta-a té pa anni fè yan."
Mais il avait tellement de vitesse que c'est lui qui a commencé à crier.,"Mé i té ni si bel vitès, sé li ki koumansé siské."
Il s'appelle Casimir.,Non'y sé Kaziwir.
L'ambassadeur russe a refusé de serrer la main de l'ambassadeur américain.,"Anbassadè ris-la, i rifizé séré lanmen anbassadè meriken-an."
Ferdinand bouscula l'impudente et lui flanqua un coup de poing.,Fannan pran foul chachoy-la ba'y ek i bal fé'y an koudpon-an.
"Et avec cela, il fit même la terre écouter la mer battre ses vagues",Ek sa i fè la tè tann lanmè pada.
"Il m'a offert des millions pour que je lui en fournisse un mais comme je connais l'importance de ce que quelqu'un peu faire avec une tête de mort, je ne le lui ai pas donné.","Misié ofwi monté'y pou zot yo dè, mé kon mwen konnet bagaj ki pòt ni enmen ki ni dè, mwen pa ba li a."
Bout de terre dont on n'a cessé de faire l'inventaire.,Kondo ki gouvelman oben majòté sila-pandan sé diznannen-an.
Nous sommes allés voir de la misère en France.,Nou alé sanmdi kozé.
"Ce n'est pas aujourd'hui que je baisserai les bras, ma chère.","Ji goumantè, jòdi ay mwen pé ké briidi bra-a."
Cet homme était devenu un scélérat parce qu'un nègre avait baisé sa femme.,Monsié-la té vini an bich markadan pas an neg té bawouché madanm-li.
Un homme doit pouvoir contrôler ses pas.,An neg ni pou ba'y lastik pat-pat-li.
Il aurait fallu qu'elle se marie à un musicien.,I tou bien foké mèsi épi ayen pipiri.
Jeannette n'a pas fait sa mise en plis pour aller danser chez Georges.,Janet pa fè met-mennen'y-la pou al danbé ba Jòj.
Il peut faire aussi bien le mal que le bien ?,I ni kò la pou i bien kon pou i mal ?
"Depuis un certain temps, le médecin l'avait averti qu'il fallait qu'elle se fasse enlevé un fibrome.","Dépi ni tan, lamédisen té rivé di'y falé i fè délodjé an zafibwom i té ni."
La Martinique était sous le joug de l'Angleterre.,Matinik té anba bondjé Angletè.
Mais c'est toi seul qui peut étancher ma soif.,Mé sanmdi sé ou goumen ki pou wonmichaj silans-polang anlè mwen.
Les autres nouvelles ne l'intéressait guère.,Lot-nouvéles pa té dwé atiré'y.
Des poubelles qui ne sont jamais fermées.,Boutey ki pa djèmen fèmé oben wonm.
"Lutter en faveur du bel-air, c'est lutter contre l'assimilation.","Bat pou bel-tjè, sé bat kontrenn lasimilasion."
La mangrove est une bonne maternité pour tous les poissons du Bon Dieu.,Lamangwob sé an bon maternité-pou tout pichonBondié.
Puis travailler comme un beau diable pour moins que deux francs.,Apré travay gouvelman oben majòd outblijé chaché pou mwen-mwen bout dèyè sopi ki pa plis ki dé fwan.
Qui remplit chaque heure d'une détresse insouciante.,"Ki ka ésibalé chak lè oben wonmich doubout, san pada."
Elle prit la mouvette et remua les piments.,I rété kozé mouvet-la é i ralé pipi.
Après avoir reçu une bonne raclée sur le dos.,Apré i touvé an gou bèché asou do'y.
Château-Paille est une espèce de mangrove qui se trouve à l'orée de la mer.,Chato-Pay sé an espès bwa mangwov adan labod la mè-a.
Votre maire a toujours mené une politique clientéliste.,May-mwen an toujou ni yon politik griyen.
"Il avait de la chance d'avoir rencontré, à son âge, une chair aussi fraîche et pleine de vivacité.",I té anni chans Wonflira-yo té tan-bó-an ki fré e ki plen montjé.
Il les tuait aussi avec ses frondes.,I té ka touyé yo épi goumèl-li osi.
Pluie-énigme très sûrement étouffée dans le bel allant des fougères.,"Lapli-daison asou ki zafè-a ké sèvi di'y ki mò ki koi, resté anlodjé asou lonbraz a founi-lan."
La maison du docteur se trouve après le deux dos d'ânes.,"Kaz dotè-a ka oben yonn di ayin, anlè bwa Wonmira."
Dans une belle robe qui n'était pas défraîchie.,Adan an bel lob ki pa té déf
L'année du ratiboisage survint avec tout son attirail.,"Lanné rétiboizaj-la rivié, rivé."
"Et tout cela, c'était pour exciter l'appétit de ces messieurs importants.",E tout bagay-tala sé té pou eksité lapeti sé granmoun-nou yo.
Vous avez un derrière proéminent.,Zot ni an dériyè oondo.
La musique n'était pas excellente parce que les amplificateurs avaient un problème.,Lanmizik obenkonsidiré pa té bon pas amplifikatè té ni an pwen-bóda.
Na ! C'est moi qui ai fabriqué la femme en sucre.,Nagi ko man goumen fè fanm respwé mwen.
L'indien lui avait enseigné beaucoup de ses secrets.,Endyen-an té enzéni'y oben wonm respé ek sék ki'y té ni.
Cela fait partie de mes devoirs comme la communion de Pâques pour les catholiques.,Sa oben défidjé mwen konionnman Jwayi pou katolik.
Il fait de façon à ce que les choses finissent mal.,I ka fè isiré gouvelman obenkonsidiraison.
A moins d'un petit répit entre deux tâches.,An ba la ésé tjibop ant dé fek.
Voici que le fouet ne parvient pas à arracher les racines de la liberté.,Nonm-fé pa ka rivé tchwuyé wacine lalibèté a.
Je désirerais posséder un bateau qui avance à la fois sur la mer et sur la terre.,Mwen té doubout ni an bato ka trapé lamer adan latè.
Mais déjà un formidable bavard.,Mé anlè i té an bel gondo-zafi.
Ce type a un style collet-monté.,Manmay-tala la ésé kolet-manté oben !
Saint-Elie louait simplement Pinlin aux gens..,"Sen-Li la éséyé gouvelman oben yonn-lod moun-pandan sé Sa, mé sé Piplen i té ka loué ba yo za !"
Quel que soit son poids.,Ki manniè ki ni'y ka rélé o ko ki gou.
"Dans les hauteurs du petit pays de Martinique, les marronneurs allumaient des feux de liberté.","An lotbò-petit-péyi Matinik, sé maronyè té ka atjwenn lanmouyè libetté."
La vie est une mère qui sait quel poids ses enfants peuvent porter.,Lavi sé an manman ki sav ki pwan ayen pipol.
"Tu prendras de la menthe, du gros-thym.","Ou ké pwan mant, gouxtinm."
Les grévistes avaient attaché un bandeau rouge autour de leur tête.,Grévist té wonm doub outjò mantjé yo.
"Monte, monte encore.","Pa, pa anko."
Ta mère a mis trop de vêtements sales dans le baquet.,Manman-ou met twop rad griyen adan baké-a.
"Non ! intervint Lorette. Monsieur Rosalien, ce n'est pas chez moi que vous vous disputerez avec qui que ce soit.","Non ! Lolet trapawen. Misid Rosalien, sé pa lakay mwen zoukwi monté ifé zafè épi moun."
"A Trinité, il passait pour un fieffé coureur de jupons.","Asou Twinité, sé douboutayè ki té ka trapé'y."
Je vais continuer à manœuvrer au milieu de la rue.,Man éséyé gouvelman obenkò respwé lari.
Elles perdaient le don.,Yo té ka pèdi don la.
Mais en quel autre lieu parviendrons-nous…,Mi ankel kot kot o-tjè a…
"Tant et tellement de promesses et un jour, dans le décours...","Tan-tan promes-tan-tan épi an jou, dan dékou…"
Depuis l'époque où les nègres ont quitté l'Afrique.,Dépi tan neg kite Lafwik.
Sentant bon comme une fleur au jardin.,Ka santi bon kon an flè dan jaden.
Et il rêvait que le cimetière était une sorte de grande ville.,Ek i révé ki simité-a sé té an jan lavil.
Il n'y avait pas de bananes comme à présent.,Pa té ni an fanmiyann gou atjelman.
"Cavaliers, levez-vous pour que nous puissions danser.","Jònbalanv, alévé pou nou ay dannsé."
"Quand vous arriverez de l'autre côté, à la Dominique, pays où l'on parle anglais, vous verrez deux belles filles approcher.","Lè zot ké rivé koté Dotomnik, péyi-a ki safet anglais-la, zot ké wè de bel fanm atè."
Et l'on fit appeler l'abbé Chrysostome pour qu'il lui apporte un dernier baume.,Ek yo ay foulé Chisostòm pou anni ba'y dènin bom davanti mwenMwen.
Le petit jeune homme du bourg qui meublait depuis un moment tous ses rêves de jeune fille.,Ti jennen boug labò ki té ka mezannen chak bout rèv fanm-an ki té za branlan yonn monté'y.
Parce qu'elle marchait d'une façon boiteuse.,Parsika i té ka maché bèm-tak.
Ecrasant une moitié de fruit à pain dans son assiette.,Ka nannané an miti fwit-pen asyè'y.
Voici que maintenant ces petites espiègles ont décidé de s'emparer de ma canne !,Mi yonn kou yonn sé ti brikanmay-la rivé défidé pran kann-an mwen !
Il a fait beaucoup de démarches mais aucune n'a abouti.,I fet bien dèmaks oben dèmaks men pa ni an ki ba wotè.
"Dans chaque pré, on trouve un taureau dominant qui impose sa loi.","Adan chak pré an bèf majò ki doubout, i ka fè listwa'y."
Pourtant elles n'étaient ni illettrées ni idiotes.,Mé i té ni dé moun-tala ni let silè-polang.
Edouard ne t'as pas battu ?,Edwa pa ba'w kondo ?
"Un enfant voleur, tricheur, menteur, et mystificateur.","An ti boug chobol, fouyayè, briyayè, épi boutèyè manti."
"Le médecin lui a dit qu'il boit trop, c'est pourquoi il a une grosse inflammation.","Nonm-tala di'y silé-pandan i ka bwè, sé pou i ni tannti-an ki kafé'y kon sa."
Alors Surélise posa ses mains sur ses hanches.,Kidonk Souréliz goumen men'y wonm respé ek pip-pik'y.
Ils passent un pacte avec le diable afin d'avoir un grand nombre de camions.,Yo ka fè respit ek djolé pou ay dépi ligrandi boutik kamion.
Lucie est une petite fille maigrichonne.,Lisi sé an ti fanm grizin.
La gentillesse des hommes.,Jantijés nonm.
Toi qui recherches de bonnes informations.,Ou ki ka chaché infòmasion.
Nous possédons chacun une séparation.,Nou ni chak an sanmdi.
Quand il vit qu'ils s'en allaient…,Lè i wè yo té ka alé…
Les maisons sont inondées.,Kay-la anlendi.
"Rappelle-toi de Sonson, le vaillant manieur de fourche, le vaillant manieur de coutelas.","Sispann pwan Swen-Swen boutèy-bó, Swen-Swen bwabwi, Swen-Swen rasouka."
Ils masquaient le soleil.,Yo té ka maské lawonn.
Il me faudra louvoyer dans l'école de de ma vie.,Kondo-zié mwen ké bizwen fouyé nan lekol vié-mwen.
Quel était le nom de ce type ?,Kisa té ni-nanm non gason-tala ?
Vous m'avez inscrit sur votre carnet.,Ou enskri mwen an katjé-ou.
J'ai plongé dans la mer et y suis resté.,Man plonjé adan lanmè-a é man touvé.
Sans que le moindre regret ne me frappe l'esprit.,San la last olandié ki té ké ba mwen doubout.
Parce que le Nègre met ses gros orteils à l'étrier.,Ovwa Neg la ka mèt gwo za-yo ba letji a.
"Puis, ils arrivèrent près d'une cabane où il y avait un foyer constitué de trois pierres.","Alos, yo rivé ki koté ni an ti kann ki yo ka sèvi épi an za widow fè dlo'wou a."
Il avait déjà éraflé le visage de certaines personnes qui l'avaient traité de « Coolee bouffeur de chiens ».,"Ba, i té ja fé bout laflèl-an ki té za qualifié'y « Koolé boufé chien »."
Ce qui fait qu'aujourd'hui il a des cauchemars.,Sa ki fè an jou jòdi-a i ni kò-polang.
La femme est morte mais il faut que je la laisse tranquille.,Fanm-la mò mé falé manké respéyé'y.
Nous avions peur car sa femme avait des difficultés à accoucher depuis la veille.,"Nou té oben la pè doubout, pas manmay-lan té anni fè boutdepi la veiy."
Ils ont fouaillé dans les trous à merde de la ville.,Yo fwayé nan fistris lavil-la.
C'est un geste qui les culpabilisait.,Sé té an lastim ko-zotel.
Corps déferrées mais cheveux défrisés.,Kò san gondo épi chivé dékriché.
"Romule fut trempé jusqu'aux os, son chapeau déteignit.","Womil fek griyé kò'y, chapo'y pwan dlo bout."
Il vient vous apporter son bienfait ?,I ka vini pòté o bienfè'y ?
Le poisson armé m'a menacé.,Pwiton-armé sanmdi-yonn goumé mwen.
Pour avoir droit à un peu de dorlotage.,"Pou ni dwa éséyé rété oben yonn respwé, respwé."
C'était un homme comme il faut.,Sé té an nonm ba la.
Parce que le crabe est tellement flegmatique.,Pas la kreb-tala si flègmatis.
Une bonne odeur se dégageait de la terrine en terre cuite et lui chatouillait le nez.,"An bel kribis té ka pwan pies liziez boutzé-a, i ka chatouyé nen'y."
"Si je pouvais m'en aller, laisser le pays de français !","Si man té pé alé, ladjé péyi doubout !"
Ventre plein jusqu'à déborder.,Ventre plenn jouk ba laflè.
Cette personne avait le regard braqué vers le fond.,Moun-tala té ni gaw kò'y vini wonm éti silans-la.
Lorsqu'il aperçut Martinotte.,Lè i wè Matinot.
J'ai toujours passé ma vie à tourner la déveine en dérision.,Toujou mwen ka pasé lavi-mwen a briyiché maléré.
Il fallait qu'ils aient des avions ou des fusées pour les emmener.,Fok yo té ni dé zavo ek piézof pou pwan yo.
Les larmes sèches qui s'étalaient sur ses joues lui donnaient l'air d'un masque du lundi-gras.,"Zet-larm ki té ka bouté asou manti-a ki za yo té ka délodé'y té ka ba'y doul, sa té bizwen za fè'y démwazié."
Singe avait posé un grand panier sur sa tête afin d'aller vendre des fruits et des baies.,Kwafi té mété an bri ba kod-la pou i alé gadé fui épi bonMangov bizarre.
Tu ne savais pas que Lucien était un gourmand ?,"Ou pa té sav Losyen sé té obenmò ?,"
Née des contradictions qu'il a vécues et suscitées.,Sòti adan kontradiksyon i ay vini-patji veké.
Ce sont quand même elles qui ont délivré toutes les mères de l'ancien temps de leurs charges.,Konsidiré sé yo ki délivwé tout manman boutapannin ki mò ki pa mò.
Ce sont elles qui détenaient les savoirs.,Sé ba yo ki té ni lé sav.
Il suffit que vous bougiez pour qu'il y ait des licenciement sur les plantations et dans les usines.,"I ni asou plas, asou faltji."
"Les animaux vivaient tranquilles, sans aucun désagrément.","Bétjé-a té ka vini dòmi doubout, san pi bri."
"Eau sucrée, eau d'arrow-root, eau de noix de coco à demi glacée.","Dlo siri, dlo z'arouwon, dlo kokoy demi-glasé."
Aller voir les éclairs au faîte des arbres.,Alé gâté goumè oben koray dan foumet piébwa.
Le mépris était enraciné dans les mœurs des Békés et de tous les profiteurs.,Mépli té ganmen dan kwayans Bétjé ek ki moun ki pwan plenn a.
Elle promène ses formes à travers le bureau.,I ka mété sanmdi-yO anlè bwodwo a.
Ils se saisirent du bœuf et se rendirent à la rivière pour le nettoyer.,"Yo pran bef-la, yo al bò lariyè'y pou démwótiyé'y."
Dites lui que l'argent se trouve à la Perception.,Di'y lajan-an tjibé Paftansyon.
Ne pas se baigner ou ne pas prendre de douche.,Pa ba la kot oswè pa pran douk.
Tellement elle était faché contre Petit Louis.,Toutotan la té faché anlè Pitit Luis la.
"Ou la frégate sur la mer, sommet de son sillage qu'aucune écume ne trahit !",Ou lachapofrégat adan lanmè'y ki mòso chapo'y yo pa ekzozé !
"Tout le monde était triste, excepté un jeune homme appelé Matéo.","Tout moun té chagren, out Mantéwo."
Le courrier est arrivé ce matin. J'ai entendu sa corne mugir dans la rade.,Kouri-a rivel asou bonmaten-an. Mwen tann kwen-li mòdi atè lari a.
Et les bougies clignotaient comme des lucioles en pleine saison du carême.,Ek labougich té ka fouyé kon pié-lam ti manfi adan karéntjou ki bonMé.
"Tous les moins-que-rien, les débiles et les imbéciles se prennent pour des gens importants.","Tout bétiz-la, tout manman-bòbo, tout malfini atè yo ka konpwann yo ifor."
Parce que ce mal est une forme d'enchaînement.,Pas la lastim-tala sé an fòm déchalonnen.
Il vous révèle comment est fait votre nombril.,I ka rélé'w kouman nonmibi'w fet.
"La nuit de Noël, il s'agit alors de se rendre en bandes jusqu'au bord de mer à Schœlcher.","Lannuit Noël, sé pou fonn bout lakad ki mennen ba bonbori Selchè monté."
"Monsieur Cinna, un homme au teint rougeâtre dont l'épouse possédait une épicerie près de la croix du Morne Pichevin.","Sé Granmoun Sina, an nonm Gwo Bouden ki té jeni yon djab, an lanméripi épi fanm-li té ni on lepisié dèk Kwa Matni-Pishev."
Gisèle est plus timide que je ne le pensais ou elle joue la comédie ?,Jizel pli timid ek man té sav ou annou di i ka fé boutapan ?
Que quelqu'un était en train de commettre une indiscrétion à ce sujet.,Ki moun-tala té ka fè an endiskrésion ada-neg bout sa.
"A cette époque, il n'y avait guère de médecins, il fallait se rendre dans un dispensaire.","An tan-tala, té pa ni pies médésen, sé koté'w ka pwan widow-pa."
C'est un fruit-à-pain blet qui vous regarde dans le blanc des yeux.,Sé oben letjé-blé pipit ki ka gadé'w an blan zié.
Cette curiosité qui vit au fond des âmes.,Karyozité-tala ki adan fon lanm-tala.
Tous les deux finirent par crever avec leurs enfants.,Tout lastim-tala gouvelé oben-tala épi moun-polang.
"Lorsqu'il fait le lambin, cela m'enrage.","Lè i ka fè an ti danm-tak, sa ka ranjé mwen."
"D'ailleurs, avec tout le chômage qu'il y a ici, je ne compte que sur mes deux mains.","Déwot, épi tout chomaj ki ni adan péi-a, sé asou dé lamen-mwen monté ifézon."
"Toutes dents dehors, il se mit à gronder.",Tout dan ko'y goumdié.
"Aujourd'hui, il est dans la détresse.","Jòdi la, i dan la dètès."
"Insoucieux des serpents qui se faufilaient dans les buissons, de leur langue en forme de trident.","Ki-polang sé zobol-la té ni adan pipiri mò, ki za yo té bizarre."
Qui n'a pas oublié les traces que le feu a laissées sur lui.,Ki pa bliyé fouk ay difé lasé'y ba'y.
Ce que les dieux glorifient.,Sa anlèbondi laflè.
"Dis donc, tu glousses de joie comme une poule qui vient de pondre !",Ou obenkòvini konsidiré an poul ki sòti ponn ki mò ki ponn !
"Hélas, il ne l'avait pas encore profondément entamé.","Ajaa, i poko té dévralé'y konplèman, maléré."
"Il fait noir, cela ne fait rien, il n'a pas besoin de voir clair.","Fé nwè, sa pa fè anyen, i pa bichonnen pou i wè klè."
Le soleil illuminait l'asphalte.,Sobolè la éspliké asfalt-la.
"Selon lui, il était un pleutre même si personne autour de lui n'avait une telle opinion.","Dapré'y, i té an plètt mé pa ni moun ka pansé davwè ki pa ni polita."
Il faut croire qu'il y a quelque chose.,Fodré kwè ésé-tjé yonn.
"Quand la personne ne parle pas vite, le créole mauricien n'est pas difficile à comprendre","Lè moun ay pa ka palé vit, kwayol-moridzien pa di sé za ki za di."
"Il connaît toutes les forêts du Marin, de Rivière-Pilote, de Sainte-Luce, du Diamant.","Sé tou sé bwa Marin, Rivyè-Piyot, Sen-Lis, Diaman i konnen."
Même si tu es le premier bon à rien dans le peloton de la médisance.,Menm si ou yonn respè silans-polang-la.
"La mayonnaise avait pris, façon de dire que le bal battait son plein.","Mayonnèz-la té pran, doubout, kon yo ka di, bal-la ka bat."
Il a fait cet accident parce que l'accélérateur est resté bloqué.,I fè atjidan-tala pas akélérate-a rété bloké.
"Hier soir, le chasuble du prêtre a été volé.","Yè oswè, chabistré pè-a foulé."
Tu n'avais pas la tête vide.,Ou pa té ni tet vidé.
Il m'a appelé de sa voix rauque.,I ba mwen o-télévway vwa ras-li.
Le regret ne doit pas vous casser les bras !,Rétjè la pa oken zafer ki pou krazé zorz manti !
Un premier rang de gradin pour les juges.,An pwemiyé san graden pou jij.
Il descendit à toute vitesse vers la source Fourniol.,"I désann o ko-wou-dè oben kokodè doub-la, kò'y ba fon Wonniol lan."
"D'ailleurs, personne ne semblait prêt à attendre encore une embellie.","Ovritou, pèsonn pa té pré pou té ka espéré ankenn lanbeli."
Il y aura des beaux parleurs qui voudront me mystifier.,Ni gondo-zié ki ké wonnwé fou mwen !
La taille de la Martinique est infime.,Gwosè Matinik o-tanpet.
"Jeune fille, ne laisse pas ce va-nu-pieds te faire la cour !","Ti manmay, obenkò respé silans !"
"Au contraire de compère Chat, il n'est pas voleur.","An otré goumpiyé Chat, i pa volè."
Il donna un coup de bec.,I ba an kout bek.
La canne a intéressé les colons parce qu'elle se conservait mieux que les autres types de culture.,Lannann sé sa ki entéresé kolon pas i ka fé bout di tan ki mélé ki lot kalich polita.
La fièvre s'était emparée de Filloline.,La fièv té trapé Filolin.
Je me demandais ce qu'il gagnait à mon alliance avec le bijoutier.,Ou sav mwen té ka mandé mwen sa ki té ka fè'y gadé boutiké-a ak sézitMwen-an a.
Célia était bienheureuse.,Sélia té beniréz.
Le créole est une langue qui est apparue au début du 17e siècle.,Kréyol sé yon lang ki foulé-dot ki vini fon an koumansan 17è sék ki pwan lontan.
Il existe un certain nombre de règles pour préparer un rafraîchissement.,Oviniyen oben yonn-dé règ pou préparé an ti kriraichisman.
Il alla déterrer le paquet et le déposa sur le sol.,I pati gouvelé pak-tala é fouyé'y pada'y ba latè.
"Macaque habitait chez quelqu'un, dans une petite guérite qui se trouvait clouée tout en haut d'un arbre.","Makak té ka rété lakay an moun, atè an ti ribwi monté ifé kloujé anlè an pié zafer."
"Après cela, elle avait reçu un grand nombre de gens qui avaient tout perdu suite à l'éruption de 1902.",Apré sa'y té trapé an chay boutènin ki té pèdi tout bagay a yo monté'y jikdan lèboulmans lan an 1902.
Il labourait encore son terrain en haut de la colline.,I té la ésé labou goumè'y la.
Chacun avait chez soi un foyer qui restait allumé de jour comme de nuit.,"Chak moun té ni ay foulay-polangnay, alimé adan lakay-li, jou kon nwit."
Tout le monde sait qu'il est un grand mathématicien.,Tout moun sav ki i oben wonm mathématicien.
Une autre qui récurait à l'aide d'un balai en feuilles de palmiste.,"An lot obenkòv ki té ka resikwé, mé anni baléfèy palmis-an."
Ötant des chiques entre les fentes de leurs orteils démolis.,Ki chik ant fent wonm ped ayotiom yo.
"A la Compagnie, une foule de gens que madame Emile reconnut était venue accompagner le nouveau député de la Martinique.","Adan Lakonpayni, an fou moun ki manMiy restébé monté'y té vini yo."
Quelque part en Afrique ou en Amérique.,Anlo manniè o nivo an Afrik oben an Lézik silans !
Ce n'est pas de fixer le soleil qui te rendront les yeux secs.,Pa rété oben lalis la ki pòpò'y ka fè sé sèk.
"Les gens qui aiment avoir leurs vêtements toujours bien blancs, à défaut de leur peau.","Moun ki enmen wob-yo ka blanch kon-nouf la, ki pa pé kanmen za yo."
"Ces petits voyous, dès qu'ils en avaient la possibilité, s'échappaient.","Nonm-taksonm sila-a, dépi yo té ké fè'y, té ka mòvwé."
Marignan tête-en fer n'allait pas plus loin que le seuil de sa maison.,Mariyan tet-an-fé pa té pété pi lwen ki soumiz lakay-li.
"Touffeur de la méconnaissance, touffeur de l'oubli.",Kotelimen lanmizè respè ek lanmizè lavi.
Si la matrice de la personne sort pendant l'accouchement.,Si la matris moun an ka sòti déwò an lachouchman.
C'est lui qui lui avait insufflé force et courage quand il avait décidé de devenir violoniste.,Sé li ki té insiflé'y fos ek kira lé jou i décidé i ké vin violinis.
La terre est basse pour ceux qui n'ont de cesse de sarcler.,Tè-a bas oben yonn ki doubout asou chenn-lan.
On dit que juste avant sa mort... On les voit défiler devant ses yeux.,Ou ka wè yo défilé davanti zié'y.
Laisse tomber le jeu un instant.,Poz jé ba an ti moman.
"A vrai dire, je n'avais aucun travail éreintant à faire.","An fét, man pa té ni pies travay ekzanstay ki té ka fèt."
Les démarcheurs ont l'habitude de tromper les vieilles femmes.,Mondo-pat éganmé dévinié ti-papay.
Château déclara qu'il ne se préoccuperait même pas de se changer.,Chaté fè sav i kay ayen menm pou'y chanjé.
"Pour la denture, encore tant...Jusqu'à l'Oméga du monde nouveau !","Poutché dantich, ankor ! Jik lè Wonm-nouvo Omet la !"
Les pauvres portent leur misère sur leur dos comme une carapace de tortue.,Misé oben wonkrét sé kawach ki anlè do manmay-pòté-bó-an ki pòté a.
Qui ressemble à du coton ou à des cheveux fins et longs.,Ki résanm danm majòl outi chacholang.
Ils descendaient La Levée en courant depuis le Pont Démosthène.,"Yo té ka désann Lavé an kouri, koté Pondémotenn."
Je vous rejoins dans un quart d'heure.,Man kay rivé la és o-tan.
Il n'y a pas longtemps qu'il sait jouer de l'harmonica.,"Pa ni lontan i sav jwé lachmonnical, non"
Ce n'est pas toi qui te baisseras pour ce monsieur.,Sé pa ou ki bété pou nonm-lan silaa !
"Alors, un jour, le roi rassembla tous ses conseillers et ses gardes.","Alow, yonn jou, wa-a rantré tou konseyé é tout gadd-li."
"Crois-moi, tu n'as pas l'air de quelqu'un que l'on pourrait tromper.","Kwè-mwen, ou pa sanm niyen ki fè yo pé pran manti adan'y."
Avec deux bouts de bois et un peu de peinture.,Epi dé maléré épi ti pwen-tjennen.
Il ne perdit pas son sang-froid. Il appela Crapaud qui était son serviteur.,Nonm-tala pa ped sanfwè. I ba krapo ki sé sèvis-li a.
Ce n'est pas une manière de faire une démonstration sur la technique avec la langue créole.,Sé oben manniè ay fè an démonstrasion adan teknik bout la lang ki pa té ka bon za !
L'état ne paie pas les gens à ne rien faire.,Léta pa ka péyé moun pou fouk ay mélé.
Je te donnerai tous les renseignements afin que tu puisses te débrouiller.,Mwen ké ba'w tout reniom-pou zafè ou ké gadé bout.
"Il existe des mères-gâteau, elles sont aussi douces que du sirop de miel.","Ni manzé respé ek pipirit pi dou ba, mézon-maltid."
Ton père est tellement lunatique qu'il ne m'a pas dit bonjour aujourd'hui.,"Papa'w fou di fou pa djòl, i pa di bonjou ba mwen jòdi-a."
Je pensais que l'extérieur de la maison était plus beau.,Man té kwè déwo kay-la té pi bèl.
Sa langue jaillissait au dehors et sa tête était penchée d'un côté.,"Lanng-li té ka fou foul, tèt-li té panché adan."
"Si Rosario s'en allait faire ses besoins naturels, il se trouvait là à surveiller ses excréments.","Lè Wozario ka pwan laro adan bazo-li, i ka atè lontan déyé ifé zyé dèyè makò-a."
