request,answer
Kon jenn timoun dan lariviè ki ka kaskadé dépi mòn.,Kon jenn timoun adan larivyè ki ka soté dépi mòn.
"Mais est-ce que les fantômes, les vampires existent vraiment ?","Mé, ès sé fantòm-lan, sé vanpi-a yo ka ègzisté pou vwé ?"
Il y a beaucoup d’apiculteurs dans cette commune.,Ni an pil apikiltè adan komin-tala.
"De l’eau sucrée, de l’eau à base de farine d’arrow-root, de l’eau de coco glacée.","Dlo sikré, dlo a baz farin arrow-root, dlo koko glasé."
Ma parole répandue s’est roulée dans l’eau comme attirée par un aimant.,"Pawòl mwen ki té ka sèvi, woulé nan dlo kon si y té ni an lemansyon ki atiré'y."
Tous les autres l’encensent.,Tout moun ka fè lwanj li.
Il existe toutes sortes de mères mais il n’y en a pas d’inutiles.,I ni tout sòt manman mé pa ni yonn ki enpi.
Son arrêt se trouve au Bord de Mer.,So kann-tala ka doubout Bod Lanmè.
"Il en avait trop fait : trop d'histoires, trop de fêtes, trop de bêtises.","I té fè twòp : twòp istwa, twòp fet, twòp betiz."
"A l’époque du communisme, l’Amérique n’agissait pas à sa guise.","Lè tan kominis la té la, Lamerik pa té ka fè sa i vlé kon sa."
Mais il avait tellement de vitesse que c’est lui qui a commencé à crier.,Mé i té ka alé tèlman vit ki sé li menm ki koumansé hélé.
Il s’appelle Casimir.,I kay rélé Kasimir.
L’ambassadeur russe a refusé de serrer la main de l’ambassadeur américain.,Lanbasadè ris-la refizé séré lanmen épi lanbasadè amériken-an.
Ferdinand bouscula l'impudente et lui flanqua un coup de poing.,Ferdinand bouré sa ki té enpétan-an epi i ba li on kou pwen.
"Et avec cela, il fit même la terre écouter la mer battre ses vagues","Ek sa, i fè menm latè-a kouté lanmè-a ka bat sé vag-li."
"Il m’a offert des millions pour que je lui en fournisse un mais comme je connais l’importance de ce que quelqu’un peu faire avec une tête de mort, je ne le lui ai pas donné.","I a ofè mwen dé million pou mwen ba li yonn, mé kon mwen sav enpòtans sa yon moun pé fè épi an tèt mò, mwen pa ba'y la."
Bout de terre dont on n’a cessé de faire l’inventaire.,Bout tè ki nou pa janmen sispann fè resansman an.
Nous sommes allés voir de la misère en France.,Nou alé wè mizè an Fwans.
"Ce n’est pas aujourd’hui que je baisserai les bras, ma chère.","Sé pa jòdi a mwen kay bésé bra mwen, chè manmay."
Cet homme était devenu un scélérat parce qu'un nègre avait baisé sa femme.,"Je suis désolé, mais je ne peux pas aider à traduire ce contenu car il contient des propos offensants et inappropriés."
Un homme doit pouvoir contrôler ses pas.,Nonm la dwet pé sa kontwolé mach li.
Il aurait fallu qu’elle se marie à un musicien.,I té fò'y té mayé épi on mizisien.
Jeannette n’a pas fait sa mise en plis pour aller danser chez Georges.,Janèt pa fè bwòs-li pou alé dansé kay Jòj.
Il peut faire aussi bien le mal que le bien ?,I ka fè osi byen mové ki bon ?
"Depuis un certain temps, le médecin l’avait averti qu’il fallait qu’elle se fasse enlevé un fibrome.","Dépi on tan, doktè-a té ja avèti'y i fok i té fè opéré pou tiré on fibwòm."
La Martinique était sous le joug de l'Angleterre.,La Matinik té anba jouk l'Anglitè.
Mais c’est toi seul qui peut étancher ma soif.,Mé sé'w sel ki pé kalmé swaf mwen.
Les autres nouvelles ne l’intéressait guère.,Lòt nouvel-la pa té ka enteresé'y twopti.
Des poubelles qui ne sont jamais fermées.,Dè bwet fatra ki pa janmen fèmen.
"Lutter en faveur du bel-air, c’est lutter contre l’assimilation.","Lité pou bel-air, sé lité kont lasimilasion."
La mangrove est une bonne maternité pour tous les poissons du Bon Dieu.,La mangrouv sé on bon lanmisyé pou tout pwéson Bondié.
Puis travailler comme un beau diable pour moins que deux francs.,Travay kon an bèl diab pou mwens pasé dé fwàn.
Qui remplit chaque heure d'une détresse insouciante.,Ki ka ranpli chak lè épi an détress ki pa ka pran tèt.
Elle prit la mouvette et remua les piments.,I pran mouvèt-la épi i balansé piman-yo.
Après avoir reçu une bonne raclée sur le dos.,Apré i fini pran an bon kaloté asou do'y.
Château-Paille est une espèce de mangrove qui se trouve à l’orée de la mer.,Chato-Pay sé on sòt mònmay ki ka touvé'y alantou lanmè.
Votre maire a toujours mené une politique clientéliste.,Mè-a ou toujou menné an politik kliantelis.
"Il avait de la chance d'avoir rencontré, à son âge, une chair aussi fraîche et pleine de vivacité.","I té ni chans konté, a laj li a, an vyann konsa fwé épi ki té plen épi lavi."
Il les tuait aussi avec ses frondes.,I té ka touyé yo osi épi fonn li.
Pluie-énigme très sûrement étouffée dans le bel allant des fougères.,Lapli-kas-tèt ki étoufé asiré adan bèl alé-zèb fougè.
La maison du docteur se trouve après le deux dos d’ânes.,Kay doktè-a ka twouvé apwé dé bòdaj.
Dans une belle robe qui n’était pas défraîchie.,An bel wob ki pa té vié.
L’année du ratiboisage survint avec tout son attirail.,Lanné ratiboizaj-la rivé épi tout zouti'y.
"Et tout cela, c’était pour exciter l’appétit de ces messieurs importants.","Ek tout sa, sé té pou wyé lapeti sé mésyé enpòtan-an."
Vous avez un derrière proéminent.,Ou ni on dèyè ki sa.
La musique n’était pas excellente parce que les amplificateurs avaient un problème.,La mizik-la pa té bon pas amplifikatè-a té ni on pwoblèm.
Na ! C’est moi qui ai fabriqué la femme en sucre.,Mwen ! Sé mwen ki fè fanm an sik la.
L’indien lui avait enseigné beaucoup de ses secrets.,Lendien-an té aprann li anlo sékré a'y.
Cela fait partie de mes devoirs comme la communion de Pâques pour les catholiques.,Sa ka fè parti di devwè mwen kon kominion Pak pou katolik.
Il fait de façon à ce que les choses finissent mal.,I ka fè mannyè pou bagay fini mal.
A moins d’un petit répit entre deux tâches.,A mwen di an ti poz ant dé travay.
Voici que le fouet ne parvient pas à arracher les racines de la liberté.,"Menm si fouben ka bat, i pé pa dérasinen libèté."
Je désirerais posséder un bateau qui avance à la fois sur la mer et sur la terre.,Mwen ta renmen ni on batiman ki pé maché asou lanmè épi asou latè tou.
Mais déjà un formidable bavard.,Mé déja yonn ki ka palé an chay.
Ce type a un style collet-monté.,Misie-lan ni on jan i ka pòté kò'y ki two gran-sèryé.
Saint-Elie louait simplement Pinlin aux gens..,Senteli té ka lwe Pinlin ba moun...
Quel que soit son poids.,Kèl ki pwa'y.
"Dans les hauteurs du petit pays de Martinique, les marronneurs allumaient des feux de liberté.","Anlè mòn-an adan ti péyi Matinik-la, sé mawonè-a té ka limen difé libèté."
La vie est une mère qui sait quel poids ses enfants peuvent porter.,Lavi sé an manman ki sav ki pwa pitit-li pé pòté.
"Tu prendras de la menthe, du gros-thym.","Ou ké pwan mant, gwo-tim."
Les grévistes avaient attaché un bandeau rouge autour de leur tête.,Sé grévis-la té maré on mouchoir wouj alantou tèt yo.
"Monte, monte encore.","Monté, monté ankò."
Ta mère a mis trop de vêtements sales dans le baquet.,Manman'w mété twòp lenj sal an bokit-la.
"Non ! intervint Lorette. Monsieur Rosalien, ce n’est pas chez moi que vous vous disputerez avec qui que ce soit.","Non ! Lorette di. Misie Rosalien, sé pa lakay mwen ou kay goumen épi nenpot ki moun."
"A Trinité, il passait pour un fieffé coureur de jupons.","An Trinité, yo té ka di'y sé té yon bon jan ladjè."
Je vais continuer à manœuvrer au milieu de la rue.,Mwen kay kontinié manœuvré an mitan larilala.
Elles perdaient le don.,Yo té ka ped dòn-la.
Mais en quel autre lieu parviendrons-nous…,Mé an ki lòt koté nou ké rivé…
"Tant et tellement de promesses et un jour, dans le décours...","Tan épi tèlman promès épi on jou, adan dékou-a..."
Depuis l’époque où les nègres ont quitté l’Afrique.,Dépi lépok éti négrès la kité Lafwik.
Sentant bon comme une fleur au jardin.,Sentan bon kon an flè dan jaden.
Et il rêvait que le cimetière était une sorte de grande ville.,I té ka rèvé ki simitiè-a té kon an sòt di gran vil.
Il n'y avait pas de bananes comme à présent.,Pa té ni fig kon jòdi.
"Cavaliers, levez-vous pour que nous puissions danser.","Kavalie, lévé pou nou pé dansé."
"Quand vous arriverez de l’autre côté, à la Dominique, pays où l’on parle anglais, vous verrez deux belles filles approcher.","Lè zot ké rivé lot bò-a, an Dominik, péyi otila yo ka palé anglé, zot ké wè dé joli tifi ka vini."
Et l'on fit appeler l'abbé Chrysostome pour qu'il lui apporte un dernier baume.,Yo mandé pè Chrysostòm pou i té vini ba li an dènyé soulajman.
Le petit jeune homme du bourg qui meublait depuis un moment tous ses rêves de jeune fille.,Ti jenn nonm lan ki sòti an vilaj-la ki té ka ranpli tout rèv dè jenn fi-a dépi on moman.
Parce qu'elle marchait d'une façon boiteuse.,Paskè i té ka maché épi an mannyè bwèk.
Ecrasant une moitié de fruit à pain dans son assiette.,Krazan an mitan fwidapen adan asyèt li.
Voici que maintenant ces petites espiègles ont décidé de s'emparer de ma canne !,Men kounia ti malélevé-tala désidé yo ka chapé kann mwen !
Il a fait beaucoup de démarches mais aucune n’a abouti.,"I ja fè an pil démarch, mé pon yo pa bay fwi."
"Dans chaque pré, on trouve un taureau dominant qui impose sa loi.","An chak pré, ou ka jwenn an tòwo dominan ki ka enpozé lwa'y."
Pourtant elles n'étaient ni illettrées ni idiotes.,Poutan yo pa té ni san sav ni bètè.
Edouard ne t'as pas battu ?,"Non, Édouard pa bat ou?"
"Un enfant voleur, tricheur, menteur, et mystificateur.","On ti manmay chapè, twompè, mantè, épi magouyè."
"Le médecin lui a dit qu'il boit trop, c'est pourquoi il a une grosse inflammation.","Doktè-a di'y i ka bwè twòp, sé pou sa i ni an gwo enflamasyon."
Alors Surélise posa ses mains sur ses hanches.,"Alò, Siréliz mété men'y asou lantrè'y."
Ils passent un pacte avec le diable afin d’avoir un grand nombre de camions.,Yo pasé an pak épi diab-la pou yo té ni an chay kamyon.
Lucie est une petite fille maigrichonne.,Lisi sé an ti manmay sek.
La gentillesse des hommes.,La jantiyès dé nonm.
Toi qui recherches de bonnes informations.,Ou ki ka chèché bon enfòmasyon.
Nous possédons chacun une séparation.,Nou chak ni an séparasion.
Quand il vit qu’ils s’en allaient…,Lè i wè yo té ka pati...
Les maisons sont inondées.,Kay la inondé.
"Rappelle-toi de Sonson, le vaillant manieur de fourche, le vaillant manieur de coutelas.","Sonjé Sonson, valant mannyè fouyapen, valant mannyè koutlass."
Ils masquaient le soleil.,Yo té ka kaché solèy-la.
Il me faudra louvoyer dans l’école de de ma vie.,Fok mwen navigé adan lékol lavi mwen.
Quel était le nom de ce type ?,Ki nonm-tala té yé ?
Vous m’avez inscrit sur votre carnet.,Ou ékri mwen an liv ou.
J’ai plongé dans la mer et y suis resté.,Mwen plonjé an lanmè-a épi mwen rété adan.
Sans que le moindre regret ne me frappe l'esprit.,San ki pyès régrè pa ka frapé lespri mwen.
Parce que le Nègre met ses gros orteils à l’étrier.,Paskè Neg-la ka mété gwo zòtèy li an létjwi.
"Puis, ils arrivèrent près d'une cabane où il y avait un foyer constitué de trois pierres.",Lè yo rivé koté té ni an kay otila té ni an difé fèt èk twa wòch.
Il avait déjà éraflé le visage de certaines personnes qui l’avaient traité de « Coolee bouffeur de chiens ».,"I té ja grafigné fidji an sèten moun ki té ka di'y ""Kouli manjè chen""."
Ce qui fait qu’aujourd’hui il a des cauchemars.,Sa ka fè ki jòdi a i ka fè kochma.
La femme est morte mais il faut que je la laisse tranquille.,Fanm-lan mò mé fok mwen lévé pié anlè'y.
Nous avions peur car sa femme avait des difficultés à accoucher depuis la veille.,Nou té pè paske madanm-li té ka jwenn difikilté pou akouché depi yè swa.
Ils ont fouaillé dans les trous à merde de la ville.,Yo fouyé adan twou kaka vil la.
C’est un geste qui les culpabilisait.,Sa sé an jest ki té ka fè yo santi yo koupab.
Corps déferrées mais cheveux défrisés.,Kò difaré mé chivé défrizé.
"Romule fut trempé jusqu’aux os, son chapeau déteignit.","Romil té tranpé jik nan zo, chapo'y dékoloré."
Il vient vous apporter son bienfait ?,I vini pou pòté'w bonnè ?\n
Le poisson armé m’a menacé.,Pwason armé-la menasé mwen.
Pour avoir droit à un peu de dorlotage.,Pou jwenn an ti kalinaj.
C’était un homme comme il faut.,Sé té an nonm kon sa fo.
Parce que le crabe est tellement flegmatique.,Paskè krab-la telman flegmatik.
Une bonne odeur se dégageait de la terrine en terre cuite et lui chatouillait le nez.,Yon bon lodè té ka sòti adan kannari tè a épi i té ka chatouyé nen'y.
"Si je pouvais m’en aller, laisser le pays de français !","Si mwen té pé pati, kitè péyi fwansé-a !"
Ventre plein jusqu’à déborder.,Vent bouden jik débòde.
Cette personne avait le regard braqué vers le fond.,Sa moun-lan té ka gadé dwet douvan'y.
Lorsqu'il aperçut Martinotte.,Lè i wè Martinòt.
J’ai toujours passé ma vie à tourner la déveine en dérision.,Mwen toujou pasé lavi mwen ka fè jé épi mové sò.
Il fallait qu’ils aient des avions ou des fusées pour les emmener.,Fo té ni avion oben fizié pou mennen yo.
Les larmes sèches qui s’étalaient sur ses joues lui donnaient l’air d’un masque du lundi-gras.,Dlo séché ki té ka paret asi figi'y la té ka ba'y an fidji mas mas Lendi-Gras.
Singe avait posé un grand panier sur sa tête afin d’aller vendre des fruits et des baies.,Singe té mété on gwo panyen asou tèt li pou'y té alé vann fwi épi bay.
Tu ne savais pas que Lucien était un gourmand ?,Ou pa té sav ki Lucien té en voras ?
Née des contradictions qu'il a vécues et suscitées.,Né épi kontradiksyon i té ka viv é i té lévé.
Ce sont quand même elles qui ont délivré toutes les mères de l’ancien temps de leurs charges.,Sé yo menm ki té délivré tout manman tan lontan an di chay yo yo té ni.
Ce sont elles qui détenaient les savoirs.,Sé yo ki té ni konésans-la.
Il suffit que vous bougiez pour qu’il y ait des licenciement sur les plantations et dans les usines.,Fok ou fè an ti déplasman pou ni dézafèktasyon asou bannannri ek adan faktori.
"Les animaux vivaient tranquilles, sans aucun désagrément.","Bèt-la té ka viv trankil, san pyès traka."
"Eau sucrée, eau d’arrow-root, eau de noix de coco à demi glacée.","Dlo sikré, dlo zanmann-rasin, dlo kokoyé a demi glasé."
Aller voir les éclairs au faîte des arbres.,Alé wè zeklè an tèt pyébwa yo.
Le mépris était enraciné dans les mœurs des Békés et de tous les profiteurs.,Lanprizaj té anchouké adan mès épi labitid Béké a ek tout pwofitè a.
Elle promène ses formes à travers le bureau.,I ka fè kò'y fè wonn adan biwo a.
Ils se saisirent du bœuf et se rendirent à la rivière pour le nettoyer.,Yo trapé ti bèf-la épi yo alé bò lariviè pou lavé'y.
Dites lui que l’argent se trouve à la Perception.,Di'y lajan-an ka trouvé anlè Pèsepsyon.
Ne pas se baigner ou ne pas prendre de douche.,Pa benyen oben pa pran douch.
Tellement elle était faché contre Petit Louis.,Telman i té faché asou Ti-Lwi.
"Ou la frégate sur la mer, sommet de son sillage qu'aucune écume ne trahit !","Ou la frégat asou lanmè-a, tet chimen-dlo'y la ki p'an makònnyè pa ka trahi !"
"Tout le monde était triste, excepté un jeune homme appelé Matéo.","Tout moun té tris, sof en jenn nonm yo té ka kriyé Matéo."
Le courrier est arrivé ce matin. J’ai entendu sa corne mugir dans la rade.,Lapòs rivé sa maten. Mwen tann kòn li a sònen anlè rad la.
Et les bougies clignotaient comme des lucioles en pleine saison du carême.,Ek sé bouji-a té ka kléré kon zéklè an plen tan karèm.
"Tous les moins-que-rien, les débiles et les imbéciles se prennent pour des gens importants.","Tout sé moun ki pa vo anyen-an, bétjé épi kouyon-an ka kwè yo sé moun enpòtan."
Parce que ce mal est une forme d'enchaînement.,Paskè mal-tala sé an manniè di chennaj.
Il vous révèle comment est fait votre nombril.,I kay di'w kijan zantray ou fèt.
"La nuit de Noël, il s’agit alors de se rendre en bandes jusqu’au bord de mer à Schœlcher.","Lannwit Nwèl, fok déplasé an bann jik bò lanmè Schœlcher."
"Monsieur Cinna, un homme au teint rougeâtre dont l’épouse possédait une épicerie près de la croix du Morne Pichevin.","Misie Cinna, an nonm épi an lapo wouj ki madanm-li té ni an lépisiwi toupré lakwa Mòn Pichévin."
Gisèle est plus timide que je ne le pensais ou elle joue la comédie ?,"Gisèl pli timid pasé mwen té kwè, oben i ka fè sinéma ?"
Que quelqu’un était en train de commettre une indiscrétion à ce sujet.,Ki yonn té ka fè an indiscretion asou sa.
"A cette époque, il n'y avait guère de médecins, il fallait se rendre dans un dispensaire.","An tan-tala, té ni piti dòktè, fok té alé an on dispansè."
C’est un fruit-à-pain blet qui vous regarde dans le blanc des yeux.,Sa sé on fwi-a-pen mi ki ka gadé zot adan blan zyé zot.
Cette curiosité qui vit au fond des âmes.,Sa ki la kiryozité ki ka viv fon adan nanm yo.
Tous les deux finirent par crever avec leurs enfants.,Tout lé dé fini pété épi sé timoun yo.
"Lorsqu’il fait le lambin, cela m’enrage.","Lè i ka fè nonm pares, sa ka fè mwen anrajé."
"D'ailleurs, avec tout le chômage qu'il y a ici, je ne compte que sur mes deux mains.","D'apré sa, épi tout chomaj ki ni isi-a, mwen pé pa konté ki asou dé lanmen mwen."
"Toutes dents dehors, il se mit à gronder.","Tout dan déwò, i koumansé wonflé."
"Aujourd’hui, il est dans la détresse.","Jòdi-a, i an chagren."
"Insoucieux des serpents qui se faufilaient dans les buissons, de leur langue en forme de trident.","San fètchè pou sé sèpan-an ki té ka pénétré adan bwa, épi lang yo an fòm di tridan."
Qui n’a pas oublié les traces que le feu a laissées sur lui.,Ki pa bliyé tras difé kite asou’y.
Ce que les dieux glorifient.,Sa Bondié ka glorifyé.
"Dis donc, tu glousses de joie comme une poule qui vient de pondre !","Ba Jézu, ou ka glousé kontan kon an poul ki fenk pon an zé !"
"Hélas, il ne l’avait pas encore profondément entamé.","Hélas, i poko té koumansé fouyé adan'y fondok."
"Il fait noir, cela ne fait rien, il n’a pas besoin de voir clair.","I fè nwè, sa pa fè ayen, i pa bizwen vwè klè."
Le soleil illuminait l’asphalte.,Solèy la té ka kléré biten-an.
"Selon lui, il était un pleutre même si personne autour de lui n’avait une telle opinion.","Dapré'y, i té yon kapon menm si pyèsonn alantou'y pa té ni menm lopinyon-an."
Il faut croire qu’il y a quelque chose.,Fok kwè ni an bagay.
"Quand la personne ne parle pas vite, le créole mauricien n’est pas difficile à comprendre","Lè moun-an pa ka palé vit, kréyol matiniké pa difisil pou konprann."
"Il connaît toutes les forêts du Marin, de Rivière-Pilote, de Sainte-Luce, du Diamant.","I konnèt tout bwa Marin-an, Rivyè-Pilot, Sent-Lis, épi Diaman-an."
Même si tu es le premier bon à rien dans le peloton de la médisance.,Menm si ou sé premié bonnanri adan pèloton méprizan-la.
"La mayonnaise avait pris, façon de dire que le bal battait son plein.","La mayonez té pwan, mannyè di ki bal-an té ka bat fò."
Il a fait cet accident parce que l’accélérateur est resté bloqué.,I té fè sa aksidan-an pas lakseleratè-a rété bwaké.
"Hier soir, le chasuble du prêtre a été volé.","Yè swè, zòn nan prèt-la té chapé."
Tu n’avais pas la tête vide.,Ou pa té ni tèt vid.
Il m'a appelé de sa voix rauque.,I té kriyé mwen épi an vwa graj.
Le regret ne doit pas vous casser les bras !,Regret paka pou krazé bra zot !
Un premier rang de gradin pour les juges.,An prèmié ranng pou jij-la.
Il descendit à toute vitesse vers la source Fourniol.,I désann vitman vitman bò sous Founiol.
"D’ailleurs, personne ne semblait prêt à attendre encore une embellie.",Personn pa té sanm paré pou atann ankò on bel peryòd.
Il y aura des beaux parleurs qui voudront me mystifier.,I ké ni bèl pawolè ki ké lé ban mwen manti.
La taille de la Martinique est infime.,La tay Matinik la piti an chay.
"Jeune fille, ne laisse pas ce va-nu-pieds te faire la cour !","Ti fi, pa kité sa maléré-a fè'w lapenn !"
"Au contraire de compère Chat, il n'est pas voleur.","Kontrèman a konpè Chat, i pa ka chapé."
Il donna un coup de bec.,I bèché yonn fwa.
La canne a intéressé les colons parce qu'elle se conservait mieux que les autres types de culture.,La kann-la té entérésé béké-la pas i té ka konsèvé pi bon pasé dòt kalité kilti.
La fièvre s’était emparée de Filloline.,La fyèv té chapé anlè Filloline.
Je me demandais ce qu’il gagnait à mon alliance avec le bijoutier.,Mwen té ka mandé kisa i té ka ranporté adan alians mwen épi bijoutié-a.
Célia était bienheureuse.,Célia té kontan an chay.
Le créole est une langue qui est apparue au début du 17e siècle.,Kréyol sé an lang ki fèt an koumansman di 17enm siek-la.
Il existe un certain nombre de règles pour préparer un rafraîchissement.,I ni an pil règ pou préparé an rafresisman.
Il alla déterrer le paquet et le déposa sur le sol.,I alé déteré pakté-a épi i mété'y asou tè-a.
"Macaque habitait chez quelqu'un, dans une petite guérite qui se trouvait clouée tout en haut d'un arbre.","Makak té ka rété kay an moun, adan an ti kay an bwa ki té kloué byen wo anlè an pyébwa."
"Après cela, elle avait reçu un grand nombre de gens qui avaient tout perdu suite à l'éruption de 1902.","Apré sa, i té risivwè anlo moun ki té ped tout bagay apré léwipsion 1902 la."
Il labourait encore son terrain en haut de la colline.,I té ka travay tè'y toujou anlè mòn lan.
Chacun avait chez soi un foyer qui restait allumé de jour comme de nuit.,Chak moun té ni an difé ki té ka rété limen jou kon nwè lakay yo.
Tout le monde sait qu’il est un grand mathématicien.,Tout moun sav i sé an gran matématisien.
Une autre qui récurait à l'aide d'un balai en feuilles de palmiste.,Anlòt ki té ka kouwi épi on baléy fèy palmis.
Ötant des chiques entre les fentes de leurs orteils démolis.,Plen biten an mitan sèy do zòtey yo ki fini bat.
"A la Compagnie, une foule de gens que madame Emile reconnut était venue accompagner le nouveau député de la Martinique.","An konpanyi-a, té ni an chay moun ki madanm Emile té ka rikonnet ki vini pou akonpanyé dépié-a nef élekté a Matinik."
Quelque part en Afrique ou en Amérique.,Kèk koté an Afrik oben an Lamerik.
Ce n'est pas de fixer le soleil qui te rendront les yeux secs.,Sé pa ka gadé solèy ki kay fè zyé'w sek.
"Les gens qui aiment avoir leurs vêtements toujours bien blancs, à défaut de leur peau.","Moun ki enmen ni lenj yo toujou byen blan, menm si po yo pa blan."
"Ces petits voyous, dès qu'ils en avaient la possibilité, s'échappaient.","Sé ti chenpanzé-a, lè yo té ni chans, yo té ka chapé."
Marignan tête-en fer n’allait pas plus loin que le seuil de sa maison.,Marignan tèt-an fè pa té ka alé pi lwen pasé pòt kay li.
"Touffeur de la méconnaissance, touffeur de l’oubli.","Chalè nan mékonprann-an, chalè nan bliyé-a."
Si la matrice de la personne sort pendant l’accouchement.,Si lapo pipi a sòti pandan an fanm ka fè yich.
C’est lui qui lui avait insufflé force et courage quand il avait décidé de devenir violoniste.,Sé li ki té ba li fos épi kouraj lè i té désidé vini on vyolonnist.
La terre est basse pour ceux qui n’ont de cesse de sarcler.,La tè ka parèt ba ba moun ki pa janmen sispann sarclé.
On dit que juste avant sa mort... On les voit défiler devant ses yeux.,Yo ka di avan on moun mò... Ou ka wè tout vi a-w défilé douvan zié a-w.
Laisse tomber le jeu un instant.,Ladjé jé-a on ti moman.
"A vrai dire, je n’avais aucun travail éreintant à faire.","An verité, mwen pa té ni pyès travay ki té ka fatig mwen fè."
Les démarcheurs ont l’habitude de tromper les vieilles femmes.,Bann démarchè-a ka abitidé twonpé vié fanm yo.
Château déclara qu’il ne se préoccuperait même pas de se changer.,Chato déklaré ki i pa kay menm trakasé kò'y pou chanjé rad.
"Pour la denture, encore tant...Jusqu'à l'Oméga du monde nouveau !","Ba dénjé-a, ankò tan... Jik l'Oméga di mond nef-la !"
Les pauvres portent leur misère sur leur dos comme une carapace de tortue.,Sé pòv-la ka pòté mizè yo asou do yo kon an karapas tòti.
Qui ressemble à du coton ou à des cheveux fins et longs.,Ki sanm kon kotòn oben kon chive fin épi long.
Ils descendaient La Levée en courant depuis le Pont Démosthène.,Yo té ka désann La Levée ka kouri depi Pont Démosthène.
Je vous rejoins dans un quart d’heure.,Mwen kay jwenn zot nan yon ka dè.
Il n’y a pas longtemps qu’il sait jouer de l’harmonica.,I pa ni lontan i sav jwé armonika.
Ce n'est pas toi qui te baisseras pour ce monsieur.,Sé pa'w ki kay bésé kò'w ba misié-tala.
"Alors, un jour, le roi rassembla tous ses conseillers et ses gardes.","Alò, on jou, lerwa sanblé tout sé konseyé'y épi sé gad-li."
"Crois-moi, tu n’as pas l’air de quelqu’un que l’on pourrait tromper.","Kwè mwen, ou pa sanm kon an moun yo té ké pé twonpé."
Avec deux bouts de bois et un peu de peinture.,Épi dé moso bwa épi an ti penti.
Il ne perdit pas son sang-froid. Il appela Crapaud qui était son serviteur.,I pa pèd san fwèt li. I kriyé Krapo ki té sèvant li.
Ce n’est pas une manière de faire une démonstration sur la technique avec la langue créole.,Sa pa bon fason pou fè démonstrasyon asou teknik épi lang kréyol-la.
L’état ne paie pas les gens à ne rien faire.,Léta pa ka péyé moun pou fè ayen.
Je te donnerai tous les renseignements afin que tu puisses te débrouiller.,Ba'w tout lenfosyon pou ou sa débouya kò'w.
"Il existe des mères-gâteau, elles sont aussi douces que du sirop de miel.","Genyen manman dous, yo dou kon siwo myel."
Ton père est tellement lunatique qu’il ne m’a pas dit bonjour aujourd’hui.,"Papa'w telman i ka chanjé lide, i pa menm di mwen bonjou jòdi a."
Je pensais que l’extérieur de la maison était plus beau.,Mwen té ka kwè ki déwò kay-la té pli bèl.
Sa langue jaillissait au dehors et sa tête était penchée d’un côté.,Lang li té ka sòti dèwò épi tèt li té penché an yon koté.
"Si Rosario s'en allait faire ses besoins naturels, il se trouvait là à surveiller ses excréments.","Si Rosario té ka alé fè bizwen natirel li, i té ka rété la pou véyé éskrétion'y."
