request,answer
Kon jenn timoun dan lariviè ki ka kaskadé dépi mòn.,"As a professional translator for Martinican Creole, here is the translation of the sentence ""Kon jenn timoun dan lariviè ki ka kaskadé dépi mòn."" from French to Martinican Creole following the standard spelling established by GEREC:\n\n""Kon jenn ti moun adan larivyè ki ka kasadé dépi mòn."""
"Mais est-ce que les fantômes, les vampires existent vraiment ?","Mé es sé tèbèdj, sé vanpi-a ka ègzisté pou vwé ?"
Il y a beaucoup d’apiculteurs dans cette commune.,Ni anlo abeyè adan sa komin-lan.
"De l’eau sucrée, de l’eau à base de farine d’arrow-root, de l’eau de coco glacée.",- Dlo sikré\n- Dlo épi farin chadron\n- Dlo kokoyé glasé
Ma parole répandue s’est roulée dans l’eau comme attirée par un aimant.,Pawòl mwen gaye la woule nan dlo kon si yon leman té ka atiré'y.
Tous les autres l’encensent.,Tout moun ka fè lwanj pou li.
Il existe toutes sortes de mères mais il n’y en a pas d’inutiles.,I ni tout sòt manman mé pa ni yonn ki initil.
Son arrêt se trouve au Bord de Mer.,So aret-la ka trouvé bò lanmè.
"Il en avait trop fait : trop d'histoires, trop de fêtes, trop de bêtises.","I té ja fè twòp : twòp istwa, twòp fet, twòp bétiz."
"A l’époque du communisme, l’Amérique n’agissait pas à sa guise.","A lepok kominis la, Lamerik pa té ka fè sa i té vlé."
Mais il avait tellement de vitesse que c’est lui qui a commencé à crier.,Mé i té ka alé tèlman vit ki sé li menm ki koumansé hélé.
Il s’appelle Casimir.,I ka kriyé Casimir.
L’ambassadeur russe a refusé de serrer la main de l’ambassadeur américain.,Lanbasadè ris la refize séré lanmen lanbasadè ameriken an.
Ferdinand bouscula l'impudente et lui flanqua un coup de poing.,Ferdinan bouskile enpwézant-la é i flanbé'y on kou pwen.
"Et avec cela, il fit même la terre écouter la mer battre ses vagues","Épi épi sa, i fè menm latè-a kouté lanmè-a ka bat vag li."
"Il m’a offert des millions pour que je lui en fournisse un mais comme je connais l’importance de ce que quelqu’un peu faire avec une tête de mort, je ne le lui ai pas donné.","I ban mwen dé million pou mwen té ba li yonn, mé kon mwen sav sa yon moun pé fè épi an tèt mò, mwen p'a ba li'y."
Bout de terre dont on n’a cessé de faire l’inventaire.,Ti moso tè nou pa janm sispann fè inventè pou li.
Nous sommes allés voir de la misère en France.,Nou alé wè la mizè an Fwans.
"Ce n’est pas aujourd’hui que je baisserai les bras, ma chère.","Sa pa jòdi a mwen kay bésé bra mwen, chè manmay."
Cet homme était devenu un scélérat parce qu'un nègre avait baisé sa femme.,Nonm-lan té vini an malfentò pas an nèg té kouché épi madanm li.
Un homme doit pouvoir contrôler ses pas.,An nonm dwe sav kontwolé pa'y.
Il aurait fallu qu’elle se marie à un musicien.,I fo i té kay marié épi on mizisien.
Jeannette n’a pas fait sa mise en plis pour aller danser chez Georges.,Jeannette pa fè bwòs li pou alé dansé kay Jòj.
Il peut faire aussi bien le mal que le bien ?,I sa fè osi byen movèzté kon byenfè ?
"Depuis un certain temps, le médecin l’avait averti qu’il fallait qu’elle se fasse enlevé un fibrome.","Dipi on tan, doktè-a té ja avèti'y ki fok li té fè opéré on fibwòm."
La Martinique était sous le joug de l'Angleterre.,Matinik té anba jouk Anglitè.
Mais c’est toi seul qui peut étancher ma soif.,Mé sé ou sel ki pé étché mwen swaf.
Les autres nouvelles ne l’intéressait guère.,Lòt nouvel la pa té ka entèresé'y twòp.
Des poubelles qui ne sont jamais fermées.,Déchè ki pa janmen fèmen.
"Lutter en faveur du bel-air, c’est lutter contre l’assimilation.","Lité pou bel-air, sé lité kont lasimilasion."
La mangrove est une bonne maternité pour tous les poissons du Bon Dieu.,La mangrov sé on bon matènité pou tout pwéson Bon Dje.
Puis travailler comme un beau diable pour moins que deux francs.,- Travay kon an bel diab pou mwens ki dé fran.
Qui remplit chaque heure d'une détresse insouciante.,Ki ka ranpli chak lè épi an chagren san souci.
Elle prit la mouvette et remua les piments.,I sèvi épi an mouvèt épi i bradjé sé piman-an.
Après avoir reçu une bonne raclée sur le dos.,Apré i fini trapé an bon kalotaj asou do'y.
Château-Paille est une espèce de mangrove qui se trouve à l’orée de la mer.,Shato-Pay sé on kalité mang lamer ki ka jwenn o bor lanmè.
Votre maire a toujours mené une politique clientéliste.,Vot mè-a toujou mené an politik kliyantelis.
"Il avait de la chance d'avoir rencontré, à son âge, une chair aussi fraîche et pleine de vivacité.","I té ni chans pou i té jwenn, a laj li, an chè ki fré épi ki té plen vi."
Il les tuait aussi avec ses frondes.,I té ka tjwé yo osi épi fislé'y.
Pluie-énigme très sûrement étouffée dans le bel allant des fougères.,Lapli-kas-tèt la té étoufé an bel balan fwé.
La maison du docteur se trouve après le deux dos d’ânes.,Kay doktè-a apré dé bwa-koko.
Dans une belle robe qui n’était pas défraîchie.,An bel wob ki pa té démodé.
L’année du ratiboisage survint avec tout son attirail.,Lannen ratibwazaj-la rivé épi tout zouti'y.
"Et tout cela, c’était pour exciter l’appétit de ces messieurs importants.","Épi tout sa, sété pou ankourajé lapeti sé mésyé enpòtan-an."
Vous avez un derrière proéminent.,Ou ni on dèyè ki saillant.
La musique n’était pas excellente parce que les amplificateurs avaient un problème.,La mizik-la pa té bon pas yo té ni an poblem épi sé anplifikatè-a.
Na ! C’est moi qui ai fabriqué la femme en sucre.,- Na ! Sé mwen ki fè fanm an sik la.
L’indien lui avait enseigné beaucoup de ses secrets.,Lendjen-an té aprann li an chay sékré a'y.
Cela fait partie de mes devoirs comme la communion de Pâques pour les catholiques.,Sa sé an pati adan dévwa mwen kon kominion Pak pou katolik.
Il fait de façon à ce que les choses finissent mal.,I ka fè kon sa bagay la fini mal.
A moins d’un petit répit entre deux tâches.,Sof si ou ni on ti repo ant dé travay.
Voici que le fouet ne parvient pas à arracher les racines de la liberté.,Men lisien fouet la pa rivé dérasinen libèté-a.
Je désirerais posséder un bateau qui avance à la fois sur la mer et sur la terre.,Mwen té ké vlé ni on batò ki pé maché asou lanmè épi asou latè tou.
Mais déjà un formidable bavard.,Mé ja i ka palé an chay.
Ce type a un style collet-monté.,Misie-la ni on stil kolé-monté.
Saint-Elie louait simplement Pinlin aux gens..,Saint-Élie té ka lwe Pinlin ba moun.
Quel que soit son poids.,Kèlswa pwa'y.
"Dans les hauteurs du petit pays de Martinique, les marronneurs allumaient des feux de liberté.","Anlè mòn nan ti peyi Matinik la, sé mawonnè-a té ka limen difé libèté."
La vie est une mère qui sait quel poids ses enfants peuvent porter.,Lavi sé on manman ki sav ki pwa pitit li pé pòté.
"Tu prendras de la menthe, du gros-thym.","Ou kay pwan mant, gwo-tim."
Les grévistes avaient attaché un bandeau rouge autour de leur tête.,Sé grévis-la té maré on moso twèl wouj alantou tèt yo.
"Monte, monte encore.","Monté, monté ankò."
Ta mère a mis trop de vêtements sales dans le baquet.,Manman'w mété twòp lenj sal anba ba la.
"Non ! intervint Lorette. Monsieur Rosalien, ce n’est pas chez moi que vous vous disputerez avec qui que ce soit.","Non ! Lorette di sa. Misie Rosalien, sé pa lakay mwen ou kay dispité épi pyèsonn."
"A Trinité, il passait pour un fieffé coureur de jupons.","An Trinité, i té pasé pou on gwo séduktè."
Je vais continuer à manœuvrer au milieu de la rue.,Mwen kay kontinié manié an mitan lari-a.
Elles perdaient le don.,Yo té ka pèd don-an.
Mais en quel autre lieu parviendrons-nous…,Mé an ki lòt koté nou ké rivé…
"Tant et tellement de promesses et un jour, dans le décours...","Tantan épi telman di pwomès épi on jou, adan ladékantman..."
Depuis l’époque où les nègres ont quitté l’Afrique.,Depi lépok la négres kité Lafwik.
Sentant bon comme une fleur au jardin.,Sentan bon kon an flè dan jaden.
Et il rêvait que le cimetière était une sorte de grande ville.,Épi i té ka rèvé simityè-a sé té an kalité gran vil.
Il n'y avait pas de bananes comme à présent.,Pa té ni bannann kon atjelman.
"Cavaliers, levez-vous pour que nous puissions danser.","Kavalie, lévé pou nou pé dansé."
"Quand vous arriverez de l’autre côté, à la Dominique, pays où l’on parle anglais, vous verrez deux belles filles approcher.","Lè zot ké rivé lot bò-a, an Dòminik, péyi otila yo ka palé anglé, zot ké wè dé joli tifi ka vini."
Et l'on fit appeler l'abbé Chrysostome pour qu'il lui apporte un dernier baume.,Yo kriyé pè Chrysostome pou'y té pòté yon dènyé soulajman.
Le petit jeune homme du bourg qui meublait depuis un moment tous ses rêves de jeune fille.,Ti jenn nonm lan bouk la ki té ka ranpli tout rèv ti jenn fi-a depi on tan.
Parce qu'elle marchait d'une façon boiteuse.,Paskè i té ka maché épi on jan bwete.
Ecrasant une moitié de fruit à pain dans son assiette.,Pilé an demi fwi a pen an asyèt li.
Voici que maintenant ces petites espiègles ont décidé de s'emparer de ma canne !,Men kounia ti malévéyé-tala désidé chapé kann mwen !
Il a fait beaucoup de démarches mais aucune n’a abouti.,"I té fè anlo démarch, mé pyès pa abouti.\n"
"Dans chaque pré, on trouve un taureau dominant qui impose sa loi.","Dan chak pré, nou ka jwenn an tòwo dominan ki ka enpozé lwa'y."
Pourtant elles n'étaient ni illettrées ni idiotes.,- Pourtan yo pa té ni ilétré ni bétizé.
Edouard ne t'as pas battu ?,Édouard pa bat ou ?
"Un enfant voleur, tricheur, menteur, et mystificateur.","Yon timanmay volè, tchoulè, mantò, épi blòfè."
"Le médecin lui a dit qu'il boit trop, c'est pourquoi il a une grosse inflammation.","Doktè-a di'y i ka bwè twòp, sé poutji i ni an gwo enflamasyon."
Alors Surélise posa ses mains sur ses hanches.,Alò Sireliz mété men'y asi ren'y.
Ils passent un pacte avec le diable afin d’avoir un grand nombre de camions.,Yo pase an patjé épi diab-la pou yo ni an chay kamyon.
Lucie est une petite fille maigrichonne.,Lisi sé an ti fi menmawot.
La gentillesse des hommes.,La jantiyès di moun.
Toi qui recherches de bonnes informations.,Ou ki ka chèché bon enfòmasyon.
Nous possédons chacun une séparation.,Nou chak ni on pataj pa nou.
Quand il vit qu’ils s’en allaient…,Lè i wè yo ka pati...
Les maisons sont inondées.,Kay la inondé.
"Rappelle-toi de Sonson, le vaillant manieur de fourche, le vaillant manieur de coutelas.","Sonjé Sonson, valyan mannyè fouòch-la, valyan mannyè koutla-a."
Ils masquaient le soleil.,Yo té ka kaché solèy la.
Il me faudra louvoyer dans l’école de de ma vie.,Fòk mwen navigé adan lékol lavi mwen.
Quel était le nom de ce type ?,Ki non misié té yé ?
Vous m’avez inscrit sur votre carnet.,Ou enskri mwen anlè kaye a-w.
J’ai plongé dans la mer et y suis resté.,Mwen plonjé an lanmè-a épi mwen rété la.
Sans que le moindre regret ne me frappe l'esprit.,San ki ayen penteng pa frape lespri mwen.
Parce que le Nègre met ses gros orteils à l’étrier.,Paské Nèg la ka mété gwo zòtèy li an létjè.
"Puis, ils arrivèrent près d'une cabane où il y avait un foyer constitué de trois pierres.","Lè sa, yo rivé koté yon kay ki té ni yon difé fè épi twa wòch."
Il avait déjà éraflé le visage de certaines personnes qui l’avaient traité de « Coolee bouffeur de chiens ».,"I té ja gréyé fidji adan moun ki té kriyé'y ""Kouli manjè chyen""."
Ce qui fait qu’aujourd’hui il a des cauchemars.,Jòdi a i ka fè kochma.
La femme est morte mais il faut que je la laisse tranquille.,Fanm-lan mò mé fok mwen kité'y an pep an mwen.
Nous avions peur car sa femme avait des difficultés à accoucher depuis la veille.,Nou té pè paske madanm li té ka wè difikilté pou akouché depi yè.
Ils ont fouaillé dans les trous à merde de la ville.,Yo fouben nan twou kaka vil la.
C’est un geste qui les culpabilisait.,Sa sé on jès ki té ka fè yo santi yo koupab.
Corps déferrées mais cheveux défrisés.,Kò defere men cheve lisi.
"Romule fut trempé jusqu’aux os, son chapeau déteignit.","Romil té tranpé jik nan zòs, chapo a'y dékoloré."
Il vient vous apporter son bienfait ?,I vini pou pòté'w bonnè'y ?
Le poisson armé m’a menacé.,Pwason an armé la menasé mwen.
Pour avoir droit à un peu de dorlotage.,Pou jwenn dwa a on ti kakolaj.
C’était un homme comme il faut.,Sa té on nonm kòrèk.
Parce que le crabe est tellement flegmatique.,Pas davwè krab-la telman flègmatik.
Une bonne odeur se dégageait de la terrine en terre cuite et lui chatouillait le nez.,An bon lodè té ka sòti adan tiberen an tè kuit-la épi i té ka chatouyé nen'y.
"Si je pouvais m’en aller, laisser le pays de français !","Si mwen té pé pati, kité péyi fwansé a!"
Ventre plein jusqu’à déborder.,Vant plen jik débòde.
Cette personne avait le regard braqué vers le fond.,Sa moun-an té ka gadé dwèt douvan'y.
Lorsqu'il aperçut Martinotte.,Lè i wè Martinòt.
J’ai toujours passé ma vie à tourner la déveine en dérision.,Mwen toujou pase lavi mwen ka fè jé épi move sò.
Il fallait qu’ils aient des avions ou des fusées pour les emmener.,Fok yo té ni avion oben fize pou mennen yo.
Les larmes sèches qui s’étalaient sur ses joues lui donnaient l’air d’un masque du lundi-gras.,Dlo séché ki té ka simé asi figi'y la té ka ba'y on figi mask lendi gra.
Singe avait posé un grand panier sur sa tête afin d’aller vendre des fruits et des baies.,Singe té mété on gwo panyen asou tèt li pou'y alé vann fwi épi béri.
Tu ne savais pas que Lucien était un gourmand ?,Ou pa té sav ki Lucien sé té on goulman ?
Née des contradictions qu'il a vécues et suscitées.,- Né épi sé kontradiksyon-an i viv épi i fè levé.
Ce sont quand même elles qui ont délivré toutes les mères de l’ancien temps de leurs charges.,Sa sé yo menm ki té libéré tout manman tan lontan anba chay yo.
Ce sont elles qui détenaient les savoirs.,Yo sé yo ki té ni konésans-la.
Il suffit que vous bougiez pour qu’il y ait des licenciement sur les plantations et dans les usines.,Ou pa bizwen fè an pil pou ni dépiyaj asou bannanné épi adan faktori.
"Les animaux vivaient tranquilles, sans aucun désagrément.","Sé zannimo-a té ka viv an pé, san pyès traka."
"Eau sucrée, eau d’arrow-root, eau de noix de coco à demi glacée.","Dlo sikré, dlo chadwon bennzwen, dlo kokoyé a demi glasé."
Aller voir les éclairs au faîte des arbres.,Alé wè zèklè an tèt pyébwa yo.
Le mépris était enraciné dans les mœurs des Békés et de tous les profiteurs.,Mépri-a té anrasiné adan mès épi labitid Béké épi tout pwofitè-a.
Elle promène ses formes à travers le bureau.,I ka pase épi fòm-li andidan biwo-a.
Ils se saisirent du bœuf et se rendirent à la rivière pour le nettoyer.,Yo pran bèf-la épi yo alé bò lariviè-a pou lavé'y.
Dites lui que l’argent se trouve à la Perception.,Di'y ki lajan-an kayè kay la Pèrsèpsyon.
Ne pas se baigner ou ne pas prendre de douche.,Pa bennyé oben pa pran on douch.
Tellement elle était faché contre Petit Louis.,I té telman faché kont Ti Louis.
"Ou la frégate sur la mer, sommet de son sillage qu'aucune écume ne trahit !","La frigat anlè lanmè-a, tèt tras li otila p'an mous ka trahi'y !"
"Tout le monde était triste, excepté un jeune homme appelé Matéo.","Tout moun té tris, sof en jenn nonm yo té ka kriyé Matéo."
Le courrier est arrivé ce matin. J’ai entendu sa corne mugir dans la rade.,Lèt-la wivé sa maten. Mwen tann kòn li ka sonnen adan laba.
Et les bougies clignotaient comme des lucioles en pleine saison du carême.,Épi sé bouji-a té ka paléyé kon zépon an plen karèm.
"Tous les moins-que-rien, les débiles et les imbéciles se prennent pour des gens importants.","Tout sé moun ki pa vo anyen-an, sé débil-la épi sé bétizè-a ka kwè yo sé moun enpòtan."
Parce que ce mal est une forme d'enchaînement.,Paske mal-tala sé an manniè di chennaj.
Il vous révèle comment est fait votre nombril.,I kay dévwalé'w ki mannyè nombrin-ou fèt.
"La nuit de Noël, il s’agit alors de se rendre en bandes jusqu’au bord de mer à Schœlcher.","Lannwit Nwèl, fok alé an bann jik bò lanmè Schœlcher."
"Monsieur Cinna, un homme au teint rougeâtre dont l’épouse possédait une épicerie près de la croix du Morne Pichevin.","Misie Cinna, an nonm épi an lapo wouj ki madanm-li té ka tjenbé an lépisiwi toupré lakwa Mòn Pichenvin."
Gisèle est plus timide que je ne le pensais ou elle joue la comédie ?,Gisèle pli timid ki mwen té ka pansé oben i ka fè sinéma ?
Que quelqu’un était en train de commettre une indiscrétion à ce sujet.,Ki en moun té ka fè en lenkonduitt asou sa.
"A cette époque, il n'y avait guère de médecins, il fallait se rendre dans un dispensaire.","A lépok-tala, pa té ni an chay doktè, fok té kay nan on dispansè."
C’est un fruit-à-pain blet qui vous regarde dans le blanc des yeux.,Sé on fwi a pen blèt ki ka gadé zot an blan zié.
Cette curiosité qui vit au fond des âmes.,Sa kiryozite-a ki ka viv an fon nanm.
Tous les deux finirent par crever avec leurs enfants.,Yo tout fini pa krevé épi yo timoun.
"Lorsqu’il fait le lambin, cela m’enrage.","Lè i ka fè nonm-pwèstans, sa ka fè mwen anrajé."
"D'ailleurs, avec tout le chômage qu'il y a ici, je ne compte que sur mes deux mains.","D'ot bò, épi tout chomaj ki ni isi la, mwen pé ké konté ki asou dé lanmen mwen."
"Toutes dents dehors, il se mit à gronder.","Tout dan déwò, i koumansé gwondé."
"Aujourd’hui, il est dans la détresse.","I jòdi a, i an chagren."
"Insoucieux des serpents qui se faufilaient dans les buissons, de leur langue en forme de trident.","Sanzotaj pou sé sèpan-an ki té ka glisé adan bwa-a, épi lang yo ki fòm kon yon tridan."
Qui n’a pas oublié les traces que le feu a laissées sur lui.,Ki pa janmen bliye tras difé ki pasé asou'y.
Ce que les dieux glorifient.,Sa bondié ka glorifié.
"Dis donc, tu glousses de joie comme une poule qui vient de pondre !",Mi ou ka glousé kon an poul ki fenk pon on ze!
"Hélas, il ne l’avait pas encore profondément entamé.","Hélas, i poko té koumansé fè'y pou bon."
"Il fait noir, cela ne fait rien, il n’a pas besoin de voir clair.","I fè nwè, sa pa fè ayen, i pa bizwen wè klè."
Le soleil illuminait l’asphalte.,Solèy la té ka kléré bitim la.
"Selon lui, il était un pleutre même si personne autour de lui n’avait une telle opinion.","Dapré'y, i té an kapon menmsi pyès moun alantou'y pa té ni menm lopinyon-an."
Il faut croire qu’il y a quelque chose.,Fok kwè ni an bagay.
"Quand la personne ne parle pas vite, le créole mauricien n’est pas difficile à comprendre","Lè moun-an pa ka palé vit, kreyòl Matinik la pa difisil pou konprann."
"Il connaît toutes les forêts du Marin, de Rivière-Pilote, de Sainte-Luce, du Diamant.","I konnet tout sé fôré-a ki ni o Marin, an Rivyè-Pilot, Sent-Lis, épi Diaman."
Même si tu es le premier bon à rien dans le peloton de la médisance.,Menm si ou sé prèmie bonnanien an peloton-an a mèdisans.
"La mayonnaise avait pris, façon de dire que le bal battait son plein.","La mayonnèz té pwan, mannyè di ki bal la té ka bat fò."
Il a fait cet accident parce que l’accélérateur est resté bloqué.,I té fè sa aksidan-an paskè lakseleratè-a rété blotjé.
"Hier soir, le chasuble du prêtre a été volé.","Yè swè, chasib la pè a té vòlè."
Tu n’avais pas la tête vide.,Ou pa té ni latet vid.
Il m'a appelé de sa voix rauque.,I té kriyé mwen épi lavwa'y ki rèk.
Le regret ne doit pas vous casser les bras !,Pa kité régrè kasé zèl ou!
Un premier rang de gradin pour les juges.,En premyé ran graden pou jij-la.
Il descendit à toute vitesse vers la source Fourniol.,I désann a tout vitès kay sous Fourniol.
"D’ailleurs, personne ne semblait prêt à attendre encore une embellie.",Pèsonn pa té ka sanm paré pou tann an lòt bel lè ankò.
Il y aura des beaux parleurs qui voudront me mystifier.,- Kay ni bèl pawolè ki kay vlé ban mwen fè.
La taille de la Martinique est infime.,La taille de la Matinik sé an ti bagay.
"Jeune fille, ne laisse pas ce va-nu-pieds te faire la cour !","Ti jenn fi, pa kité sa vakabon-an tjenbéw an chantaj!"
"Au contraire de compère Chat, il n'est pas voleur.","Kontrèman a konpè Chat, i pa vòlè."
Il donna un coup de bec.,I té ba'y on kou bèk.
La canne a intéressé les colons parce qu'elle se conservait mieux que les autres types de culture.,La kann-la té ka entérésé béké-a pas i té ka konsèvé pli bien pasé lézòt kalité kilti.
La fièvre s’était emparée de Filloline.,Fièv la té trapé Filloline.
Je me demandais ce qu’il gagnait à mon alliance avec le bijoutier.,Mwen té ka mandé kisa i té ka genyen nan lyannaj mwen épi bijoutyé-a.
Célia était bienheureuse.,Célia té érez.
Le créole est une langue qui est apparue au début du 17e siècle.,Krèyol sé an lang ki parèt atè débi di 17enm siek-la.
Il existe un certain nombre de règles pour préparer un rafraîchissement.,"Pou préparé an rafraîchisman, ni onlo règ pou swiv."
Il alla déterrer le paquet et le déposa sur le sol.,I alé détéré paktè-a épi i pozé'y asou tè-a.
"Macaque habitait chez quelqu'un, dans une petite guérite qui se trouvait clouée tout en haut d'un arbre.","Makak té ka rété kay yon moun, adan on ti kay ki té kloué byen wo anlè on pyébwa."
"Après cela, elle avait reçu un grand nombre de gens qui avaient tout perdu suite à l'éruption de 1902.","Apré sa, i té risivwè onlo moun ki té ped tout bagay apwé éripsion-an an 1902."
Il labourait encore son terrain en haut de la colline.,I té ka travay tè'y toujou anlè mòn la.\n
Chacun avait chez soi un foyer qui restait allumé de jour comme de nuit.,Chak moun té ni an difé kay yo ki té rété limen jou kon nwit.
Tout le monde sait qu’il est un grand mathématicien.,Tout moun sav i sé on gwan matématisien.
Une autre qui récurait à l'aide d'un balai en feuilles de palmiste.,Yonn lòt ki té ka kouri balé épi on balé fèy palmis.
Ötant des chiques entre les fentes de leurs orteils démolis.,Letjé dé chik ant fent dwa yo ki fin bat.
"A la Compagnie, une foule de gens que madame Emile reconnut était venue accompagner le nouveau député de la Martinique.","An konpayi-a, an pil moun ki madanm Emile té ka rikonnet té vini pou akonpanyé nouvel dépité Matinik la."
Quelque part en Afrique ou en Amérique.,Enkot an Afrik oben an Amerik.
Ce n'est pas de fixer le soleil qui te rendront les yeux secs.,Sé pa ka gadé soley ki kay sèk zié'w.
"Les gens qui aiment avoir leurs vêtements toujours bien blancs, à défaut de leur peau.","Moun ki enmen ni rad yo toujou bien blan, menm si la po yo pa blan."
"Ces petits voyous, dès qu'ils en avaient la possibilité, s'échappaient.","Sé ti vakabon tala, lè yo té ni chans la, yo té ka chapé."
Marignan tête-en fer n’allait pas plus loin que le seuil de sa maison.,Marignan tèt an fè pa té ka alé pli lwen pasé pa pòt kay li.
"Touffeur de la méconnaissance, touffeur de l’oubli.","Chalè nan mékonnans, chalè nan oubli."
Si la matrice de la personne sort pendant l’accouchement.,Si matris a moun-la sòti pandan lè y ka fè pitit.
C’est lui qui lui avait insufflé force et courage quand il avait décidé de devenir violoniste.,Sé li ki té ba li fòs épi kouraj lè i té désidé vini vyolonis.
La terre est basse pour ceux qui n’ont de cesse de sarcler.,Latè ba pou moun ki pa janmé sispann sarclé.
On dit que juste avant sa mort... On les voit défiler devant ses yeux.,Yo di avan on moun mò... Ou wè tout vi'w ka défilé douvan zyé'w.
Laisse tomber le jeu un instant.,Ladjé jé-a on ti moman.
"A vrai dire, je n’avais aucun travail éreintant à faire.","An verite, mwen pa té ni pyès travay fatigan pou fè."
Les démarcheurs ont l’habitude de tromper les vieilles femmes.,Dématjè-a ni labitid twonpé vié fanm.
Château déclara qu’il ne se préoccuperait même pas de se changer.,Chato déklaré ki i pa kay menm trakasé kò'y pou i chanjé kò'y.
"Pour la denture, encore tant...Jusqu'à l'Oméga du monde nouveau !","Pou dan, jik tan... Jik anlòt bò di mond nef-la !"
Les pauvres portent leur misère sur leur dos comme une carapace de tortue.,Sé pov-la ka pòté mizè yo asou do yo kon an kawapas tòti.
Qui ressemble à du coton ou à des cheveux fins et longs.,Ki sanm kon koton oben cheve fin é long.
Ils descendaient La Levée en courant depuis le Pont Démosthène.,Yo té ka désann Lévé an kouwi désann di Pòn Démosthén.
Je vous rejoins dans un quart d’heure.,Mwen ké jwenn zot adan on katò dèr.
Il n’y a pas longtemps qu’il sait jouer de l’harmonica.,I pa ni lontan i sav jwé a armonika.
Ce n'est pas toi qui te baisseras pour ce monsieur.,Sa pa'w ki kay bésé kò'w pou misié-tala.
"Alors, un jour, le roi rassembla tous ses conseillers et ses gardes.","Alò, on jou, wa-a sanblé tout konseyé'y épi tout gad li yo."
"Crois-moi, tu n’as pas l’air de quelqu’un que l’on pourrait tromper.","Kwè mwen, ou pa sanm kon moun yo té ké pé twonpé."
Avec deux bouts de bois et un peu de peinture.,Épi dé moso bwa épi on ti penti.
Il ne perdit pas son sang-froid. Il appela Crapaud qui était son serviteur.,I pa pèd san-fwa'y. I kriyé Krapo ki té sèvant a'y.
Ce n’est pas une manière de faire une démonstration sur la technique avec la langue créole.,Sa pa yonn fason pou fè on demonstrasion asou teknik-la épi lang kréyol-la.
L’état ne paie pas les gens à ne rien faire.,Léta pa ka péyé moun pou fè ayen.
Je te donnerai tous les renseignements afin que tu puisses te débrouiller.,Mwen kay ba'w tout enfòmasyon pou'w sa débouya kò'w.
"Il existe des mères-gâteau, elles sont aussi douces que du sirop de miel.","Ni manman dous, yo dous kon siwo myèl."
Ton père est tellement lunatique qu’il ne m’a pas dit bonjour aujourd’hui.,"Papa'w telman lunatik, jòdi a i pa menm di mwen bonjou."
Je pensais que l’extérieur de la maison était plus beau.,Mwen té ka kwè ki déwò kay la té pli bèl.
Sa langue jaillissait au dehors et sa tête était penchée d’un côté.,Lang-li té ka jik déwò épi tèt-li té penché an yonn koté.
"Si Rosario s'en allait faire ses besoins naturels, il se trouvait là à surveiller ses excréments.","Si Rosario té ka alé fè bizwen natirel li, i té ka rété la pou véyé kaka'y."
