request,answer
"Les femmes caressantes, les femmes douces, ne sont pas abandonnées par leur mari.","Fèm ka fè doubout, fèm ka fè karo, yo pa ka fówonnen yo pa yo mari."
Adelise aperçut Homère dans le groupe des grévistes.,Adélise wè Omè nan kavo grèv.
Ils furent accueillis comme des libérateurs.,Yo té ka atann yo kon bèf lajolivri.
Ici il n’y a que des saoulards.,"Isi, sèlman sov ki ni."
Il s'agit d'un démantibulement sans pitié !,Sa a sé on démantibilmans san pityé !
Comme une lame de rasoir sur le visage d’un homme.,Konm yon raswa sou figi yonn.
La foi fait disparaître la misère.,La fwasa fè lachenn disparèt.
Kon jenn timoun dan lariviè ki ka kaskadé dépi mòn.,Comme de jeunes ruisseaux descendant des montagnes.
"Mais est-ce que les fantômes, les vampires existent vraiment ?","Men eske zonbi, vam-pir, fè fantòm vreman ekziste ?"
Il y a beaucoup d’apiculteurs dans cette commune.,Ni anlo kotè-a.
"De l’eau sucrée, de l’eau à base de farine d’arrow-root, de l’eau de coco glacée.","Dlo sik, dlo a fé dloflè, dlo kokoy glacé."
Ma parole répandue s’est roulée dans l’eau comme attirée par un aimant.,"Mwen di: ""Ki jan mwen ka woulé fè boutèy ki gen dlo ki fè yo plonjé?"""
Tous les autres l’encensent.,Tout moun ka fè lwanj pou'y.
Il existe toutes sortes de mères mais il n’y en a pas d’inutiles.,"Ni tout kalite manmay, ni moun pa san zafè."
Son arrêt se trouve au Bord de Mer.,Sit ou ka desann la Bòd Mé.
"Il en avait trop fait : trop d'histoires, trop de fêtes, trop de bêtises.","Tala té ni tro fè : twòp istwa, twòp fèt, twòp bétiz."
"A l’époque du communisme, l’Amérique n’agissait pas à sa guise.","An lè tan kominyis la, Amerik pa t' fè sa li vlé."
Mais il avait tellement de vitesse que c’est lui qui a commencé à crier.,"Men annouché yé té doubout, yé té ka foncé ké fonn bout."
Il s’appelle Casimir.,Pa ni an seliberasion ki ka goumenn pou jidisyion oben pou evangilizasion; ki ka ba fonksionnman boutik bin ki mennen moun devan jij.
L’ambassadeur russe a refusé de serrer la main de l’ambassadeur américain.,Anbasadè larisienn la refize fè menmen ak anbasadè amerikin an.
Ferdinand bouscula l'impudente et lui flanqua un coup de poing.,Ferdinand rwenbwe tchenbé-lajenpi épi bouté'y on mòso pwin.
"Et avec cela, il fit même la terre écouter la mer battre ses vagues","Et d'un tour de main, il fit en sorte que la terre entende le ressac de la mer."
"Il m’a offert des millions pour que je lui en fournisse un mais comme je connais l’importance de ce que quelqu’un peu faire avec une tête de mort, je ne le lui ai pas donné.","Mwen fè mwen ta ifenn milion yo pou mwen ba li yonn, menm atò, lè mwen konnen toute valè yonn tèt an mò ka bay yonn moun, mwen pa bay li."
Bout de terre dont on n’a cessé de faire l’inventaire.,Mòso tè a oben yonn selman.
Nous sommes allés voir de la misère en France.,An nou alé wè la jwé an Frans.
"Ce n’est pas aujourd’hui que je baisserai les bras, ma chère.","Sa pa jodi a mwen p'ap lage bò'y, manman."
Cet homme était devenu un scélérat parce qu'un nègre avait baisé sa femme.,"Sanble respire foul, on bon bri ka fè nich."
Un homme doit pouvoir contrôler ses pas.,Yon nonm dwe ka kontwòlé pas li.
Il aurait fallu qu’elle se marie à un musicien.,Li té ni pou li maryé oben yonn mizisyen.
Jeannette n’a pas fait sa mise en plis pour aller danser chez Georges.,Jannèt obenké pa fè chaché'y pou alédansé adan Jòj.
Il peut faire aussi bien le mal que le bien ?,I ka fè tout bagay bien oben mové ?
"Depuis un certain temps, le médecin l’avait averti qu’il fallait qu’elle se fasse enlevé un fibrome.","Depuis on ti tan, doktè a te preveni li fok li fè awté on fibwòm."
La Martinique était sous le joug de l'Angleterre.,La Matinik té anba dominasyon anglé.
Mais c’est toi seul qui peut étancher ma soif.,Men sé ou sel ki ka ka aléché swaf mwen.
Les autres nouvelles ne l’intéressait guère.,lo lot ba la pa té janmen anbété'y oben déranjé'y.
Des poubelles qui ne sont jamais fermées.,Dèchet ki pa janmen fèmé.
"Lutter en faveur du bel-air, c’est lutter contre l’assimilation.","Lité pou bèlè-a, sé lité kont similation."
La mangrove est une bonne maternité pour tous les poissons du Bon Dieu.,La mangrove sé on bon lopital pou toutpandan pwason Bondye a.
Puis travailler comme un beau diable pour moins que deux francs.,I té travayé kon yché pou on kopek.
Qui remplit chaque heure d'une détresse insouciante.,Ki an ki chak lè ki fè wonnaj san silans.
Elle prit la mouvette et remua les piments.,An té pran bwa dlo douvan'y épi i foulé piman.
Après avoir reçu une bonne raclée sur le dos.,Anou bat tanbou an bèl jaden.
Château-Paille est une espèce de mangrove qui se trouve à l’orée de la mer.,"Chato Pay est yon espès bwa ki gen ladan'y. Li fó-anvwon devan larivyè, asi bò dlo yo."
Votre maire a toujours mené une politique clientéliste.,Mè a'w toujou fè oben fèmen doubout.
"Il avait de la chance d'avoir rencontré, à son âge, une chair aussi fraîche et pleine de vivacité.","I té ni lonnè pou fè yo ka wè moun ki bon bò ajan'y, asi'y jòdi'y."
Il les tuait aussi avec ses frondes.,I té ka touyé yo oben adan bwa oben adan riviè a koté'y.
Pluie-énigme très sûrement étouffée dans le bel allant des fougères.,La pluie semble avoir étouffé l'écho du pas des fougères.
La maison du docteur se trouve après le deux dos d’ânes.,Kay doktè a fèk déyè 2 wout an bwa.
Dans une belle robe qui n’était pas défraîchie.,An bel rad ki pa té sal.
L’année du ratiboisage survint avec tout son attirail.,Lané di bwas a koumansé ek pipirit ki té ka chanté.
"Et tout cela, c’était pour exciter l’appétit de ces messieurs importants.","Epi tout sa, sé pou fè griyen nan machwè a gwo boutik yo."
Vous avez un derrière proéminent.,Ou ni on boule kon an gwo zabit.
La musique n’était pas excellente parce que les amplificateurs avaient un problème.,Ou té ké ni bon mizik si sé amplifikatè-a pa té ka fonnkioné davwè yo té anni.
Na ! C’est moi qui ai fabriqué la femme en sucre.,Sa ! Se mwen ki fè fanm respwè a !
L’indien lui avait enseigné beaucoup de ses secrets.,"An té ké appran an bougè oben dé lè zot té konpwann yo, mé lalinolog yo pa té ka moli ki bonMé Garen dlo ka ifé zot yo doulé an bannmannè oben dé bodlannè oben onposion ki ni depui klorobili oben an lo lot sostan."
Cela fait partie de mes devoirs comme la communion de Pâques pour les catholiques.,Sa fè pati doubout mwen tankou konmynyonn pas pasyan.
Il fait de façon à ce que les choses finissent mal.,I ka fè an fason pou sa fin mal.
A moins d’un petit répit entre deux tâches.,An ba an ti moman oben an ti mòso pasaj ant 2 travay.
Voici que le fouet ne parvient pas à arracher les racines de la liberté.,Men oben nokrich fouèt pa ka rache libèté-a bout tè-a.
Je désirerais posséder un bateau qui avance à la fois sur la mer et sur la terre.,Mwen ta renmen gen yon bato ki ka mache sou dlo e sou tè a.
Mais déjà un formidable bavard.,Men an chanté kouto la.
Ce type a un style collet-monté.,Sé an ti-tèt.
Saint-Elie louait simplement Pinlin aux gens..,Sen Eli te ba moun Pinlen pou y alé wonnè.
Quel que soit son poids.,Ki bidimann'lo.
"Dans les hauteurs du petit pays de Martinique, les marronneurs allumaient des feux de liberté.","An lòt koté an péyi Matinik, mawon té ké wouvè granfwa pou bay lidéwoté."
La vie est une mère qui sait quel poids ses enfants peuvent porter.,La vi sé on manman ki sav ki poid sé moun li pé ké bay.
"Tu prendras de la menthe, du gros-thym.",Ou ké pran dlo an bwas dèyèt ek dlo an zébé.
Les grévistes avaient attaché un bandeau rouge autour de leur tête.,An grévisté té ka fè yonn banné rouj pase anlòd'y.
"Monte, monte encore.","Monte, monte ankò."
Ta mère a mis trop de vêtements sales dans le baquet.,Sa mè an boké oben twòp rad ki sala.
"Non ! intervint Lorette. Monsieur Rosalien, ce n’est pas chez moi que vous vous disputerez avec qui que ce soit.","Non ! s'interposa Lorette. Men ki moun ki ki fè fwa dèyè chez mwen yo, se pa sa ki chèz mwen."
"A Trinité, il passait pour un fieffé coureur de jupons.","An Tinité, té ni tout moun ki té ka kozé di li kon boutè jipon."
Je vais continuer à manœuvrer au milieu de la rue.,Mwen p'ap goumen pou mwen evite ayen.
Elles perdaient le don.,Yo té ped di yo.
Mais en quel autre lieu parviendrons-nous…,Men an ki lòt kote nou pral rive…
"Tant et tellement de promesses et un jour, dans le décours...","Anlo pwomès ki fèt, épi yonn sèl jou, lè tout bagay fini."
Depuis l’époque où les nègres ont quitté l’Afrique.,Depi lè nèg sòti koté Afrik la.
Sentant bon comme une fleur au jardin.,An senti bon kon an flè aw jaden a.
Et il rêvait que le cimetière était une sorte de grande ville.,Et li révè ké simité la té on espès lavil.
Il n'y avait pas de bananes comme à présent.,Pa té ni anana kon atjelman.
"Cavaliers, levez-vous pour que nous puissions danser.","Kavalye, leve pou nou ka danse."
"Quand vous arriverez de l’autre côté, à la Dominique, pays où l’on parle anglais, vous verrez deux belles filles approcher.","Lè'w va rive lot bò Larisi, ni on vil Dominik, peyi ki pale angle. Ou ké wè twa jenn fi ki bel ki ap vini wè'w."
Et l'on fit appeler l'abbé Chrysostome pour qu'il lui apporte un dernier baume.,Epi yo fè konnen sa ba pè Chrysostome pou li pote yon dènye konfòtasyon bay li.
Le petit jeune homme du bourg qui meublait depuis un moment tous ses rêves de jeune fille.,Jenn ti nonm bòs ki t'ap fè fanmi ek fanmwazèl rèv yo depi yon boutan.
Parce qu'elle marchait d'une façon boiteuse.,Paskè i té ka maché annouché.
Ecrasant une moitié de fruit à pain dans son assiette.,An fwi a pain ki obenmi.
Voici que maintenant ces petites espiègles ont décidé de s'emparer de ma canne !,"Men yon lòt move pitit zanj, se koumtan yo pran kab ann mwen kounye a !"
Il a fait beaucoup de démarches mais aucune n’a abouti.,"I fè anpil mawch, men pa yon sèl pa rive bout."
"Dans chaque pré, on trouve un taureau dominant qui impose sa loi.","An chak pré, ni an bèt-taureau ki ka fè sa yo vle."
Pourtant elles n'étaient ni illettrées ni idiotes.,"Pou-tan, yo pa té sav lir, ni yo pa té bèt."
Edouard ne t'as pas battu ?,Edouard pa fann'w ?
"Un enfant voleur, tricheur, menteur, et mystificateur.","Yonn ti moun ki vlé fè lòbèy, ki vlé bay kouto ki pa ka molié, ki vlé monté kat jeni yonn dèyò lòt."
"Le médecin lui a dit qu'il boit trop, c'est pourquoi il a une grosse inflammation.","Doktè a di lwen li ka bwè twò, sé pou sa i ni on gro fwatè."
Alors Surélise posa ses mains sur ses hanches.,Anlò Suréliz pòt men'w adan si'w.
Ils passent un pacte avec le diable afin d’avoir un grand nombre de camions.,Yo fè yon pak ak djol pou yo ka gen anpil kamyon.
Lucie est une petite fille maigrichonne.,Lizi sé yon ti fi maig.
La gentillesse des hommes.,Anviwonman moun.
Toi qui recherches de bonnes informations.,Ou ki ka chèché bon jan enfòmasyon.
Nous possédons chacun une séparation.,Nou chak ni on sifas.
Quand il vit qu’ils s’en allaient…,"An lè li wè yo té ka alé oben y alé, li pran pawòl pou yo."
Les maisons sont inondées.,Kay yo inonde.
"Rappelle-toi de Sonson, le vaillant manieur de fourche, le vaillant manieur de coutelas.","Souviens-toi de Sonson, le vaillant ouvrier agricole, le vaillant coupeur de cannes."
Ils masquaient le soleil.,Yo té ka kaché solèy la.
Il me faudra louvoyer dans l’école de de ma vie.,Mwen pral fè fas ak anpil difikilté nan lavi a.
Quel était le nom de ce type ?,Ki non moun sa té ka fè ?
Vous m’avez inscrit sur votre carnet.,Ou ja mété mwen adan'y.
J’ai plongé dans la mer et y suis resté.,Mwen plonje adan lanmè a e mwen rete la.
Sans que le moindre regret ne me frappe l'esprit.,San lespri mwen pa janmen gen yon ti doub.
Parce que le Nègre met ses gros orteils à l’étrier.,Anou pran chimen an kay.
"Puis, ils arrivèrent près d'une cabane où il y avait un foyer constitué de trois pierres.","An menm lè, yo rive dwat an kann kann. Dann koté’y té ni an za fet adan an montiè a twa woch."
Il avait déjà éraflé le visage de certaines personnes qui l’avaient traité de « Coolee bouffeur de chiens ».,"An té ja ké froté figi dé kéwonk ki té qualifié'y kon ""Coolie chiens""."
Ce qui fait qu’aujourd’hui il a des cauchemars.,Sa ki fè jodi i fè move rèv.
La femme est morte mais il faut que je la laisse tranquille.,Fanm lan mouri men mwen oben pou mwen lage lach.
Nous avions peur car sa femme avait des difficultés à accoucher depuis la veille.,Nou té ka pè pas i té ja koté'y annou pas i fè boutè'y la vei.
Ils ont fouaillé dans les trous à merde de la ville.,Yo fimen nan kaka lavil.
C’est un geste qui les culpabilisait.,Sé on jès ki té ka fè yo obenkonsyans yo.
Corps déferrées mais cheveux défrisés.,Kò a déféré men cheve yo défrizé.
"Romule fut trempé jusqu’aux os, son chapeau déteignit.","Romil te chire konme yon soupe, chapo li déte-nouè."
Il vient vous apporter son bienfait ?,I ka vini ba'w sanmdi a maten.
Le poisson armé m’a menacé.,On m'a menacé avec un poisson coffre.
Pour avoir droit à un peu de dorlotage.,Pou jwenn yon ti chouchoutman.
C’était un homme comme il faut.,Sé té on bon nonm.
Parce que le crabe est tellement flegmatique.,Pasce endetté-la ni telman flegmatique.
Une bonne odeur se dégageait de la terrine en terre cuite et lui chatouillait le nez.,Yonn bon lò ki sòti nan plat fè dèyè akwon ki tounen vilinèv li.
"Si je pouvais m’en aller, laisser le pays de français !","Si mwen té ké ka alé obenkay, lésé péyi a fwansé !"
Ventre plein jusqu’à déborder.,Vant plen jouk ba an ba.
Cette personne avait le regard braqué vers le fond.,Moun sa a té ka gade adan.
Lorsqu'il aperçut Martinotte.,Lè i wè Martnòt.
J’ai toujours passé ma vie à tourner la déveine en dérision.,Mwen toujou fè dévini machandizaj nan lavi mwen.
Il fallait qu’ils aient des avions ou des fusées pour les emmener.,Fouté ké yo té ni zavion oben fizi pou konduit yo.
Les larmes sèches qui s’étalaient sur ses joues lui donnaient l’air d’un masque du lundi-gras.,Zyeux-li rivé adan yonn ki moun ki bonMèb-li.
Singe avait posé un grand panier sur sa tête afin d’aller vendre des fruits et des baies.,Senk te met an gwo kabann an bwa sou tet'y pou'y al vann fwi ak bèb.
Tu ne savais pas que Lucien était un gourmand ?,Sa té pa sav anlo ki Likien té manjé doubout ?
Née des contradictions qu'il a vécues et suscitées.,Né des kontradiksyon ki l té ka viv ek fè'y viv.
Ce sont quand même elles qui ont délivré toutes les mères de l’ancien temps de leurs charges.,Se sé yo menm ki té ki délivwé tout fanm boutèy ki té ka mennen yo lontan.
Ce sont elles qui détenaient les savoirs.,Se sa yo ki té gadyen sav.
Il suffit que vous bougiez pour qu’il y ait des licenciement sur les plantations et dans les usines.,"Lè'w ka maché, sé chapanté ka fè'w."
"Les animaux vivaient tranquilles, sans aucun désagrément.","Animo yo t'ap vivtrankil, san okenn pwoblèm."
"Eau sucrée, eau d’arrow-root, eau de noix de coco à demi glacée.","Dlo sikré, dlo awoukawou, dlo diwòz a moitié glasé."
Aller voir les éclairs au faîte des arbres.,Alé wè zéklè oben pye bwa a.
Le mépris était enraciné dans les mœurs des Békés et de tous les profiteurs.,Menpriz té anrajé annou zot fè'y oben'y ki péyi ki pwan yo.
Elle promène ses formes à travers le bureau.,An ka mété'y oondo koté bèwo la.
Ils se saisirent du bœuf et se rendirent à la rivière pour le nettoyer.,"Yo pran bèf la, yo alé rivyè a pou netwaye l."
Dites lui que l’argent se trouve à la Perception.,Di'y lajan touvé adan la Pèsepsion.
Ne pas se baigner ou ne pas prendre de douche.,Pa bwen kotché.
Tellement elle était faché contre Petit Louis.,Tant elle était fâchée contre Ti-Louis.
"Ou la frégate sur la mer, sommet de son sillage qu'aucune écume ne trahit !","An silans, an senti wot ki fonn yo ka fè davwè an bato a vwè monté'y."
"Tout le monde était triste, excepté un jeune homme appelé Matéo.","Tout moun té tris, adan Matéo té sel ki pa té tris."
Le courrier est arrivé ce matin. J’ai entendu sa corne mugir dans la rade.,"Kouri la rive asoupli. Jik jigrin boutèy ki mennen mwen fè yo konnen monté'y jwen yon dlo, sa ki fè mwen soufri."
Et les bougies clignotaient comme des lucioles en pleine saison du carême.,"Épi oben-twa kayoli té ja prézanté, mé krabin adan labou ki mennen ba yo pa té fè yo monté ifini."
"Tous les moins-que-rien, les débiles et les imbéciles se prennent pour des gens importants.","Tout moun ki pa ni anyen, tout fou, tout sòti ki pa gen lide se moun ki fè zafè yo kon si yo té enpòtan."
Parce que ce mal est une forme d'enchaînement.,Pas an ladjé adan.
Il vous révèle comment est fait votre nombril.,I ka révélé'w ki jan'y oben.
"La nuit de Noël, il s’agit alors de se rendre en bandes jusqu’au bord de mer à Schœlcher.","La nwit Noèl-la, fok yo alé adan gwoup atè o vil a Skoèlchè pou wè a limyè-lapwent."
"Monsieur Cinna, un homme au teint rougeâtre dont l’épouse possédait une épicerie près de la croix du Morne Pichevin.","Monsié Cinna, an moun ki té ni an zépous ki té ni an ti magazin adan  kawotchou a Morne Pichevin."
Gisèle est plus timide que je ne le pensais ou elle joue la comédie ?,Jidèl pli tantilis pase mwen té ké fè'y. Ki jan mwen ka wè sa ?
Que quelqu’un était en train de commettre une indiscrétion à ce sujet.,Kèk moun té ka fè tjenbé bwa an lari adan sa.
"A cette époque, il n'y avait guère de médecins, il fallait se rendre dans un dispensaire.","An siltan-lasa, pa té ni anlo doktè, fó té alé o swen médikal."
C’est un fruit-à-pain blet qui vous regarde dans le blanc des yeux.,Se té on zamana ki ja fin mû ki té ka wè'w adan zié'w.
Cette curiosité qui vit au fond des âmes.,Sa a sòti o fon dè zanm moun.
Tous les deux finirent par crever avec leurs enfants.,Tout deux fini adan zéwel èvè tout moun ki té adan yo.
"Lorsqu’il fait le lambin, cela m’enrage.","Lè i ka fè dlo, sa ka fach mwen."
"D'ailleurs, avec tout le chômage qu'il y a ici, je ne compte que sur mes deux mains.","An plis, oben tout chomaj ki ni isi, mwen kontenné adan men-mwen selman."
"Toutes dents dehors, il se mit à gronder.","Tout dant difò, li kriyé'y."
"Aujourd’hui, il est dans la détresse.","Jodi a, i ka soufri."
"Insoucieux des serpents qui se faufilaient dans les buissons, de leur langue en forme de trident.","San panik devan sèp ki té fimen nan zo a, ki té ni on lang an fòm tridant."
Qui n’a pas oublié les traces que le feu a laissées sur lui.,Ki moun ki pa bliyé foul ki lasé'y annou sou'y ?
Ce que les dieux glorifient.,Sa ki Bondjé ka fè méri.
"Dis donc, tu glousses de joie comme une poule qui vient de pondre !","Dit donc, té ka fou rie kon an poul ki sòti fèy !"
"Hélas, il ne l’avait pas encore profondément entamé.","Malerezman, li té ké ja ni douboutè'y."
"Il fait noir, cela ne fait rien, il n’a pas besoin de voir clair.","An fè nwa, sa pa fè anyen, li pa ni bezwen wè klè."
Le soleil illuminait l’asphalte.,Solèy la kléré asfalt la.
"Selon lui, il était un pleutre même si personne autour de lui n’avait une telle opinion.","Selon li, té ka fè'y ka kouri lâche, alors menm moun ki té ké yo pa té ja ka pansé sa."
Il faut croire qu’il y a quelque chose.,Fòk k' endiré yonn bagay.
"Quand la personne ne parle pas vite, le créole mauricien n’est pas difficile à comprendre","Lè moun pa pale byen vite, kreyòl morisien pa konplike pou konprann."
"Il connaît toutes les forêts du Marin, de Rivière-Pilote, de Sainte-Luce, du Diamant.","I konnen tout fowè Machenri, Rivyè-Pilòt, Sen-Lis, Diman."
Même si tu es le premier bon à rien dans le peloton de la médisance.,Menm si ou se premye kokenay nan bri medizans la.
"La mayonnaise avait pris, façon de dire que le bal battait son plein.","Fòk mayonnaise pran la, sa vle di fèt la tounen mové tan."
Il a fait cet accident parce que l’accélérateur est resté bloqué.,An fè atè a paske pedalkot a gaz ki fikse a kòne bout.
"Hier soir, le chasuble du prêtre a été volé.","Ié swa, an té fè wonm prêt-la, on chasuble ni yo ké fimen'y."
Tu n’avais pas la tête vide.,Ou té ni sa ka réfléchi.
Il m'a appelé de sa voix rauque.,I té ka fè mwen anlo.
Le regret ne doit pas vous casser les bras !,Fodré pa lajwizi ki rétéché ké zot péché !
Un premier rang de gradin pour les juges.,Yon premye ran graden pou jij yo.
Il descendit à toute vitesse vers la source Fourniol.,"An ba koté Founiwol, i alé byen vit."
"D’ailleurs, personne ne semblait prêt à attendre encore une embellie.","An plis, oben moun pa té ka wè ki fòs pou yo ké toujou tanntann."
Il y aura des beaux parleurs qui voudront me mystifier.,Ka ni jan ki ni bèl pawòl ki pé ké vwè mwen pou mwen fè bout.
La taille de la Martinique est infime.,An beljé Matinik i piti.
"Jeune fille, ne laisse pas ce va-nu-pieds te faire la cour !","Tifen, pa bay jònnon pyé-w chans ba-w !"
"Au contraire de compère Chat, il n'est pas voleur.",An kontrè Chat pa vòlè.
Il donna un coup de bec.,I ka bay an koud'pi.
La canne a intéressé les colons parce qu'elle se conservait mieux que les autres types de culture.,Lajan te enterese mètkolon an paske li te ka konseve pi byen pase lòt kalite lapwent.
La fièvre s’était emparée de Filloline.,La lafim té ka goumé Filloline.
Je me demandais ce qu’il gagnait à mon alliance avec le bijoutier.,Mwen té ka mandé mwen kon sa i té ké fè pou alians mwen yo avèk bijoutié a.
Célia était bienheureuse.,Sélyia té ka byen kontan.
Le créole est une langue qui est apparue au début du 17e siècle.,Kréyòl la se yon lang ki fè zanmi ladan l sou bout 17yèm syèk la.
Il existe un certain nombre de règles pour préparer un rafraîchissement.,Ké sa ki oben-tala ril-la pou préparé an ti-boisso.
Il alla déterrer le paquet et le déposa sur le sol.,Ali alé foué pake-a épi li mèt li atè a tè.
"Macaque habitait chez quelqu'un, dans une petite guérite qui se trouvait clouée tout en haut d'un arbre.","Makak té ka rété oben'y ki moun, adan on ti kay ki té ka kloué tou an wo a on pye bwa."
"Après cela, elle avait reçu un grand nombre de gens qui avaient tout perdu suite à l'éruption de 1902.","Apa sa, i té ka rété'y on tan-bó, ki bon nonb moun ki té ka vinié jòdi a, yo ki té pèdi tout bagay yo eksplozion kratonnen an 1902 la."
Il labourait encore son terrain en haut de la colline.,Ankor li té ka trabonnen latè'y oben mòn.
Chacun avait chez soi un foyer qui restait allumé de jour comme de nuit.,"Chak moun té ni an kay, ek chak kay té ni an difé bouté jou épi lannuit."
Tout le monde sait qu’il est un grand mathématicien.,Tout moun sav li se yon gwo matematisyen.
Une autre qui récurait à l'aide d'un balai en feuilles de palmiste.,Yonn lot ki té froté a tè a ba balé an fèy latan.
Ötant des chiques entre les fentes de leurs orteils démolis.,Anlo goumabé ka fouwonnen ant dan yo ki bri.
"A la Compagnie, une foule de gens que madame Emile reconnut était venue accompagner le nouveau député de la Martinique.","An Compagnie-la, té ni an lòd moun ki manniè madanm Emile té konèt, ki té vini pou fè atè pote nouvo manmay ki té chwazi kon député oben Matisien-la."
Quelque part en Afrique ou en Amérique.,Yonn kote an Afrik ou an Amerik.
Ce n'est pas de fixer le soleil qui te rendront les yeux secs.,Se gouvelmanché ké fou di solèy ké pada'y ka sèk.
"Les gens qui aiment avoir leurs vêtements toujours bien blancs, à défaut de leur peau.","Moun ki renmen rad yo toujou blanch, si yo pa ka fè sa pou po yo."
"Ces petits voyous, dès qu'ils en avaient la possibilité, s'échappaient.","Nonm-tala, lè yo t' ka fè ti manman, yo té ka fui adan bonMoman."
Marignan tête-en fer n’allait pas plus loin que le seuil de sa maison.,Marignan était un lâche.
"Touffeur de la méconnaissance, touffeur de l’oubli.","Chalè mennen kokòtaj, chalè fennen lamenm."
Si la matrice de la personne sort pendant l’accouchement.,Si la poche des eaux se rompt pendant l'accouchement.
C’est lui qui lui avait insufflé force et courage quand il avait décidé de devenir violoniste.,Se li menm ki té ba'y fòs ak kouraj lè l' té désidé pou l' tounen nonm vwa-yo.
La terre est basse pour ceux qui n’ont de cesse de sarcler.,Tè a fè wonntjé ba moun ki pa janmen fini fè bout.
On dit que juste avant sa mort... On les voit défiler devant ses yeux.,Yo di ke jis avan li mouri... li wè yo pase devan zye li.
Laisse tomber le jeu un instant.,Tchimbé rèd !
"A vrai dire, je n’avais aucun travail éreintant à faire.","An vérité, mwen té ké fè an ti travay."
Les démarcheurs ont l’habitude de tromper les vieilles femmes.,Machann dlo ka bay dlo doubout ek pipirit ki ka chante.
Château déclara qu’il ne se préoccuperait même pas de se changer.,Chato déklara ki pa té ni menm ni zafè ladan'y pou i pran tan pou i chanjé rad.
"Pour la denture, encore tant...Jusqu'à l'Oméga du monde nouveau !","Pou zo yo, ankor anpil bagay... Jiskalòm dènye monn ki pwal fèt la a !"
Les pauvres portent leur misère sur leur dos comme une carapace de tortue.,Pov yo meté respè yo anlè do'w kon an karapas kwi.
Qui ressemble à du coton ou à des cheveux fins et longs.,"Ki jan pou w fè yonn respèt, pou ki l'apresié.?"
Ils descendaient La Levée en courant depuis le Pont Démosthène.,Yo té ka desann La Lévée a koté Pont Démosthène oben mònnen.
Je vous rejoins dans un quart d’heure.,Mwen ka vini koté'w adan on katodé.
Il n’y a pas longtemps qu’il sait jouer de l’harmonica.,Pa ni lontan li konn jwe a wamonika.
Ce n'est pas toi qui te baisseras pour ce monsieur.,Sé pa'w ki ké oben ba monsieur-tala.
"Alors, un jour, le roi rassembla tous ses conseillers et ses gardes.","An jou oben jou, wa a fè tout konseye li ak tout gad li yo vin kole."
"Crois-moi, tu n’as pas l’air de quelqu’un que l’on pourrait tromper.","Kwè mwen, ou pa fè w santi tankou yonn ki ka fè moun fè wouch."
Avec deux bouts de bois et un peu de peinture.,Avèk twa ti bout bwa oben yon ti moso bois ek yon ti kras penti.
Il ne perdit pas son sang-froid. Il appela Crapaud qui était son serviteur.,"Non, i pa pedi tet li. I fè kriye Crapò ki té sèvitè'y."
Ce n’est pas une manière de faire une démonstration sur la technique avec la langue créole.,Sa pa oben pou fè yon demonstrasyon teknik an kréyòl.
L’état ne paie pas les gens à ne rien faire.,Léta pa ka bay moun lajan pou yo fè anyen.
Je te donnerai tous les renseignements afin que tu puisses te débrouiller.,Mwen ké ba'w tout enfòmasyon pou'w ka fè fas.
"Il existe des mères-gâteau, elles sont aussi douces que du sirop de miel.","Ni on bon nonm, ni on bon chabin."
Ton père est tellement lunatique qu’il ne m’a pas dit bonjour aujourd’hui.,Tonton'w ni autan janach ki'y ka fè'y pa di mwen bonjou jodi a.
Je pensais que l’extérieur de la maison était plus beau.,Mwen te penche ke deyò kay la té pli bè.
Sa langue jaillissait au dehors et sa tête était penchée d’un côté.,Biten obenkò a te sòti nan bouch li epi tèt li te virewon.
"Si Rosario s'en allait faire ses besoins naturels, il se trouvait là à surveiller ses excréments.","Si Rosario té ka fè pipi éké ka fè kaka, yo ké di yo pou li monté'y."
